GameID,SeasonID,Date,HomeTeamID,AwayTeamID,VenueID,HomeTeamScore,AwayTeamScore,Overtime,Shootout
2003359,4,2004-03-04,14,7,1014,1,2,0,0
2003360,4,2003-12-28,2,26,1002,0,1,0,0
2003361,4,2004-04-29,11,1,1011,3,4,0,0
2003362,4,2003-11-03,19,5,1019,0,2,0,0
2003363,4,2004-04-01,30,2,1030,4,0,0,0
2003364,4,2004-02-25,31,7,1031,2,0,0,0
2003365,4,2003-10-08,2,4,1002,3,4,1,1
2003366,4,2004-02-04,27,20,1027,1,0,1,0
2003367,4,2003-12-31,3,31,1003,4,2,0,0
2003368,4,2003-10-30,3,18,1003,1,3,0,0
2003369,4,2004-04-23,10,22,1010,0,2,0,0
2003370,4,2004-03-13,26,24,1026,2,5,0,0
2003371,4,2004-03-15,9,14,1009,5,0,0,0
2003372,4,2004-04-22,27,26,1027,4,3,1,1
2003373,4,2003-10-22,16,14,1016,1,0,1,0
2003374,4,2004-04-18,31,14,1031,5,4,0,0
2003375,4,2004-06-05,3,1,1003,1,2,0,0
2003376,4,2004-05-11,22,28,1022,0,5,0,0
2003377,4,2004-02-27,15,19,1015,1,3,0,0
2003378,4,2003-12-22,7,2,1007,3,5,0,0
2003379,4,2004-06-09,29,1,1029,1,5,0,0
2003380,4,2004-05-17,4,30,1004,5,2,0,0
2003381,4,2004-04-14,10,4,1010,1,3,0,0
2003382,4,2003-10-11,12,1,1012,0,5,0,0
2003383,4,2004-01-27,12,25,1012,2,5,0,0
2003384,4,2003-11-09,28,29,1028,5,3,0,0
2003385,4,2003-12-21,28,13,1028,2,3,0,0
2003386,4,2003-12-20,19,3,1019,4,3,0,0
2003387,4,2003-12-29,29,16,1029,0,2,0,0
2003388,4,2003-12-17,4,13,1004,1,5,0,0
2003389,4,2003-10-12,6,32,1006,4,3,1,1
2003390,4,2003-11-29,25,14,1025,5,4,0,0
2003391,4,2004-06-12,28,17,1028,2,4,0,0
2003392,4,2003-11-11,24,2,1024,5,1,0,0
2003393,4,2004-02-08,28,15,1028,4,2,0,0
2003394,4,2003-10-27,1,13,1001,0,2,0,0
2003395,4,2004-01-02,2,31,1002,5,4,0,0
2003396,4,2004-05-31,7,22,1007,5,0,0,0
2003397,4,2004-05-19,24,3,1024,3,4,1,0
2003398,4,2003-12-27,30,8,1030,4,1,0,0
2003399,4,2004-04-26,12,26,1012,1,4,0,0
2003400,4,2004-03-16,2,7,1002,5,0,0,0
2003401,4,2004-06-01,21,5,1021,2,5,0,0
2003402,4,2003-12-09,25,17,1025,5,1,0,0
2003403,4,2004-04-09,19,18,1019,0,1,1,0
2003404,4,2003-10-31,9,3,1009,2,5,0,0
2003405,4,2004-01-29,7,12,1007,4,3,0,0
2003406,4,2003-12-01,13,30,1013,2,4,0,0
2003407,4,2003-11-08,21,31,1021,4,1,0,0
2003408,4,2003-11-24,3,9,1003,0,5,0,0
2003409,4,2004-02-07,6,25,1006,0,5,0,0
2003410,4,2003-11-25,9,6,1009,0,1,1,0
2003411,4,2004-04-20,28,16,1028,1,2,0,0
2003412,4,2004-03-23,29,10,1029,1,4,0,0
2003413,4,2004-04-04,4,31,1004,2,4,0,0
2003414,4,2004-02-13,1,5,1001,4,3,0,0
2003415,4,2004-02-17,28,22,1028,4,5,1,1
2003416,4,2003-12-13,17,13,1017,4,2,0,0
2003417,4,2004-03-02,13,24,1013,1,0,0,0
2003418,4,2003-11-12,14,20,1014,4,1,0,0
2003419,4,2003-12-12,3,27,1003,0,3,0,0
2003420,4,2003-10-25,26,5,1026,0,4,0,0
2003421,4,2004-05-29,13,14,1013,5,3,0,0
2003422,4,2004-03-26,29,15,1029,3,4,1,1
2003423,4,2004-03-27,9,22,1009,0,1,1,1
2003424,4,2003-11-17,16,7,1016,3,2,0,0
2003425,4,2004-02-12,9,12,1009,2,0,0,0
2003426,4,2004-01-01,13,11,1013,3,4,1,1
2003427,4,2003-10-10,27,8,1027,0,4,0,0
2003428,4,2003-12-03,13,10,1013,2,5,0,0
2003429,4,2003-11-02,5,25,1005,4,3,1,1
2003430,4,2004-03-14,13,2,1013,2,5,0,0
2003431,4,2004-03-05,27,13,1027,1,0,1,1
2003432,4,2004-03-17,32,17,1032,3,5,0,0
2003433,4,2004-03-03,31,28,1031,4,2,0,0
2003434,4,2004-04-06,5,8,1005,1,0,0,0
2003435,4,2003-11-01,12,5,1012,0,4,0,0
2003436,4,2003-11-16,1,11,1001,4,2,0,0
2003437,4,2004-04-02,8,14,1008,5,6,1,1
2003438,4,2004-03-01,20,1,1020,0,5,0,0
2003439,4,2004-03-06,32,8,1032,5,3,0,0
2003440,4,2004-04-08,7,1,1007,5,6,1,1
2003441,4,2004-04-27,8,3,1008,0,4,0,0
2003442,4,2004-04-24,21,4,1021,5,2,0,0
2003443,4,2004-02-16,16,25,1016,0,4,0,0
2003444,4,2004-01-03,1,2,1001,0,5,0,0
2003445,4,2003-11-19,19,17,1019,2,0,0,0
2003446,4,2003-10-18,8,21,1008,3,0,0,0
2003447,4,2003-10-05,23,8,1023,5,3,0,0
2003448,4,2004-01-16,27,14,1027,2,3,0,0
2003449,4,2004-05-12,27,6,1027,4,5,0,0
2003450,4,2004-02-11,22,10,1022,2,3,0,0
2003451,4,2004-03-08,24,14,1024,4,3,1,0
2003452,4,2004-03-19,30,28,1030,2,1,0,0
2003453,4,2004-01-25,21,2,1021,3,4,0,0
2003454,4,2004-04-28,19,29,1019,2,3,0,0
2003455,4,2004-01-13,6,30,1006,4,1,0,0
2003456,4,2004-03-25,17,10,1017,0,2,0,0
2003457,4,2004-01-05,26,20,1026,4,3,0,0
2003458,4,2003-10-19,21,12,1021,3,1,0,0
2003459,4,2004-03-29,19,8,1019,0,2,0,0
2003460,4,2003-10-02,25,21,1025,4,0,0,0
2003461,4,2003-12-26,16,18,1016,3,0,0,0
2003462,4,2004-04-25,25,31,1025,2,3,1,0
2003463,4,2003-12-11,13,22,1013,1,0,0,0
2003464,4,2003-11-30,22,3,1022,4,0,0,0
2003465,4,2004-05-23,19,25,1019,1,5,0,0
2003466,4,2004-04-19,8,22,1008,4,3,0,0
2003467,4,2004-02-09,8,17,1008,4,1,0,0
2003468,4,2004-01-10,17,20,1017,4,3,0,0
2003469,4,2003-12-08,25,10,1025,4,3,0,0
2003470,4,2004-01-19,17,9,1017,1,0,0,0
2003471,4,2004-05-02,3,28,1003,0,1,0,0
2003472,4,2003-12-24,6,14,1006,0,4,0,0
2003473,4,2004-03-21,30,26,1030,4,1,0,0
2003474,4,2004-05-14,19,9,1019,3,4,0,0
2003475,4,2003-10-17,29,9,1029,3,5,0,0
2003476,4,2004-04-17,15,10,1015,0,2,0,0
2003477,4,2003-10-23,27,15,1027,3,4,1,0
2003478,4,2003-10-03,17,27,1017,2,1,0,0
2003479,4,2003-11-26,22,24,1022,2,4,0,0
2003480,4,2004-03-28,4,14,1004,5,1,0,0
2003481,4,2003-10-06,13,25,1013,5,1,0,0
2003482,4,2004-03-12,13,28,1013,5,0,0,0
2003483,4,2004-06-07,16,26,1016,4,2,0,0
2003484,4,2004-02-02,20,4,1020,2,5,0,0
2003485,4,2004-01-08,6,26,1006,5,1,0,0
2003486,4,2003-12-02,5,31,1005,1,5,0,0
2003487,4,2004-05-27,13,12,1013,5,2,0,0
2003488,4,2004-05-15,28,3,1028,1,2,0,0
2003489,4,2004-02-14,18,25,1018,3,5,0,0
2003490,4,2004-01-24,31,6,1031,2,4,0,0
2003491,4,2004-01-21,15,1,1015,3,5,0,0
2003492,4,2004-01-12,1,8,1001,3,5,0,0
2003493,4,2004-05-22,4,27,1004,1,0,0,0
2003494,4,2003-12-18,18,17,1018,5,0,0,0
2003495,4,2004-05-10,32,7,1032,6,5,1,1
2003496,4,2003-10-07,3,25,1003,5,1,0,0
2003497,4,2004-02-05,12,18,1012,5,1,0,0
2003498,4,2004-01-14,29,28,1029,1,3,0,0
2003499,4,2004-03-22,17,15,1017,1,2,0,0
2003500,4,2003-11-10,30,3,1030,5,4,0,0
2003501,4,2003-10-15,14,3,1014,5,2,0,0
2003502,4,2003-12-06,25,23,1025,6,5,1,1
2003503,4,2003-12-04,29,18,1029,2,1,0,0
2003504,4,2004-02-15,1,7,1001,2,0,0,0
2003505,4,2004-05-09,15,29,1015,3,4,0,0
2003506,4,2004-03-07,8,2,1008,1,4,0,0
2003507,4,2003-10-28,3,30,1003,2,3,0,0
2003508,4,2003-11-13,19,10,1019,3,0,0,0
2003509,4,2004-01-17,28,8,1028,2,0,0,0
2003510,4,2003-10-26,9,28,1009,0,5,0,0
2003511,4,2004-01-07,19,14,1019,2,0,0,0
2003512,4,2004-04-10,4,5,1004,1,2,0,0
2003513,4,2004-05-24,3,6,1003,6,5,1,0
2003514,4,2004-02-18,11,5,1011,4,5,1,0
2003515,4,2004-02-23,22,11,1022,2,3,1,0
2003516,4,2004-01-15,13,8,1013,3,2,1,1
2003517,4,2004-02-03,22,17,1022,3,0,0,0
2003518,4,2004-06-02,26,11,1026,1,4,0,0
2003519,4,2004-05-01,3,7,1003,1,0,1,1
2003520,4,2004-02-01,21,29,1021,2,3,0,0
2003521,4,2003-12-25,26,25,1026,0,5,0,0
2003522,4,2004-04-13,10,3,1010,4,5,0,0
2003523,4,2004-02-28,26,12,1026,1,2,1,1
2003524,4,2003-10-24,2,30,1002,4,5,0,0
2003525,4,2004-04-12,3,20,1003,1,4,0,0
2003526,4,2004-01-04,30,24,1030,2,0,0,0
2003527,4,2004-02-19,7,28,1007,1,0,1,1
2003528,4,2004-05-05,20,29,1020,4,2,0,0
2003529,4,2003-11-15,3,13,1003,4,5,1,1
2003530,4,2004-02-06,14,17,1014,3,2,1,0
2003531,4,2003-12-19,11,25,1011,2,5,0,0
2003532,4,2003-11-23,17,31,1017,3,2,0,0
2003533,4,2004-05-20,14,6,1014,3,1,0,0
2003534,4,2004-01-11,29,25,1029,1,4,0,0
2003535,4,2003-11-06,29,5,1029,0,1,0,0
2003536,4,2004-03-09,1,6,1001,3,2,1,0
2003537,4,2004-01-30,14,9,1014,4,3,0,0
2003538,4,2003-10-20,22,14,1022,0,4,0,0
2003539,4,2004-06-04,22,27,1022,1,5,0,0
2003540,4,2004-01-18,19,1,1019,3,4,0,0
2003541,4,2004-04-03,25,11,1025,0,4,0,0
2003542,4,2004-04-15,7,24,1007,4,0,0,0
2003543,4,2004-02-29,21,9,1021,4,5,0,0
2003544,4,2004-02-22,3,4,1003,2,1,0,0
2003545,4,2003-10-14,16,3,1016,0,3,0,0
2003546,4,2003-11-20,19,32,1019,1,3,0,0
2003547,4,2004-01-26,18,4,1018,4,1,0,0
2003548,4,2004-05-16,27,24,1027,1,2,1,1
2003549,4,2003-11-07,30,19,1030,0,1,0,0
2003550,4,2004-06-06,4,10,1004,2,0,0,0
2003551,4,2004-03-11,20,25,1020,1,0,1,0
2003552,4,2004-04-21,14,25,1014,4,5,0,0
2003553,4,2003-12-16,8,4,1008,3,0,0,0
2003554,4,2004-01-23,8,29,1008,5,1,0,0
2003555,4,2004-04-07,18,16,1018,1,3,0,0
2003556,4,2004-04-05,6,12,1006,4,1,0,0
2003557,4,2004-03-30,14,13,1014,5,0,0,0
2003558,4,2003-11-04,3,2,1003,2,1,0,0
2003559,4,2003-11-05,24,17,1024,1,2,0,0
2003560,4,2004-02-10,20,3,1020,3,1,0,0
2003561,4,2004-05-03,7,4,1007,2,1,1,1
2003562,4,2004-03-18,25,27,1025,3,1,0,0
2003563,4,2004-05-26,28,30,1028,2,4,0,0
2003564,4,2004-06-10,24,12,1024,4,3,1,0
2003565,4,2004-06-03,30,31,1030,5,4,0,0
2003566,4,2004-03-31,1,19,1001,2,5,0,0
2003567,4,2004-01-31,32,30,1032,0,2,0,0
2003568,4,2004-01-28,6,13,1006,6,5,1,0
2003569,4,2004-05-28,2,11,1002,4,2,0,0
2003570,4,2004-05-08,4,12,1004,1,5,0,0
2003571,4,2004-01-06,7,9,1007,5,6,1,1
2003572,4,2003-12-05,6,23,1006,5,4,0,0
2003573,4,2004-06-13,23,16,1023,1,0,1,0
2003574,4,2004-04-30,22,25,1022,5,3,0,0
2003575,4,2004-03-24,29,14,1029,2,0,0,0
2003576,4,2003-12-15,23,26,1023,4,5,0,0
2003577,4,2003-10-04,2,5,1002,2,1,1,0
2003578,4,2004-05-06,24,4,1024,5,4,0,0
2003579,4,2003-12-30,1,29,1001,1,0,1,1
2003580,4,2004-01-22,6,29,1006,3,2,0,0
2003581,4,2004-05-07,30,15,1030,5,0,0,0
2003582,4,2003-12-07,24,5,1024,2,3,0,0
2003583,4,2003-10-16,5,29,1005,1,0,1,0
2003584,4,2004-03-20,23,29,1023,5,0,0,0
2003585,4,2004-04-16,25,32,1025,4,0,0,0
2003586,4,2004-06-11,20,7,1020,1,0,0,0
2003587,4,2004-05-21,17,18,1017,5,0,0,0
2003588,4,2004-06-15,11,30,1011,5,4,1,1
2003589,4,2004-03-10,22,9,1022,3,4,0,0
2003590,4,2004-02-20,18,28,1018,0,3,0,0
2003591,4,2004-05-04,12,19,1012,5,4,0,0
2003592,4,2003-12-14,10,17,1010,4,2,0,0
2003593,4,2003-10-21,30,21,1030,4,5,0,0
2003594,4,2003-12-23,30,6,1030,5,2,0,0
2003595,4,2004-06-08,12,27,1012,0,4,0,0
2003596,4,2004-01-20,7,19,1007,6,5,1,1
2003597,4,2003-11-22,21,27,1021,2,3,1,0
2003598,4,2004-05-25,31,26,1031,0,1,0,0
2003599,4,2004-05-18,15,7,1015,0,4,0,0
2003600,4,2003-11-28,17,1,1017,3,1,0,0
2003601,4,2003-10-13,30,10,1030,2,5,0,0
2003602,4,2003-11-21,11,18,1011,3,0,0,0
2003603,4,2003-10-29,15,30,1015,4,1,0,0
2003604,4,2004-05-13,32,2,1032,1,5,0,0
2003605,4,2004-04-11,18,14,1018,3,2,0,0
2003606,4,2003-11-27,22,29,1022,0,5,0,0
2003607,4,2003-12-10,28,12,1028,3,5,0,0
2003608,4,2003-11-14,32,11,1032,5,1,0,0
2003609,4,2004-02-21,11,19,1011,1,2,0,0
2003610,4,2004-02-26,31,18,1031,3,1,0,0
2003611,4,2004-05-30,11,3,1011,5,4,0,0
2003612,4,2003-10-01,1,16,1001,5,3,0,0
2003613,4,2004-01-09,9,10,1009,1,2,0,0
2003614,4,2004-02-24,32,10,1032,1,3,0,0
2003615,4,2004-06-14,29,32,1029,1,0,0,0
2003616,4,2003-11-18,20,14,1020,5,2,0,0
2003617,4,2003-10-09,32,4,1032,4,3,0,0
2003618,4,2004-03-04,1,14,1001,3,1,0,0
2003619,4,2003-12-28,2,14,1002,2,3,0,0
2003620,4,2004-04-29,24,32,1024,0,1,0,0
2003621,4,2003-11-03,8,32,1008,5,2,0,0
2003622,4,2004-04-01,19,11,1019,0,1,0,0
2003623,4,2004-02-25,28,9,1028,3,2,1,0
2003624,4,2003-10-08,20,16,1020,0,3,0,0
2003625,4,2004-02-04,23,24,1023,3,0,0,0
2003626,4,2003-12-31,25,26,1025,1,3,0,0
2003627,4,2003-10-30,12,4,1012,0,1,0,0
2003628,4,2004-04-23,12,6,1012,3,4,1,0
2003629,4,2004-03-13,8,24,1008,0,1,0,0
2003630,4,2004-03-15,29,31,1029,3,1,0,0
2003631,4,2004-04-22,22,2,1022,4,3,0,0
2003632,4,2003-10-22,31,4,1031,3,4,1,0
2003633,4,2004-04-18,10,24,1010,3,4,0,0
2003634,4,2004-06-05,26,7,1026,1,0,1,1
2003635,4,2004-05-11,29,7,1029,1,4,0,0
2003636,4,2004-02-27,12,3,1012,2,1,0,0
2003637,4,2003-12-22,9,27,1009,5,1,0,0
2003638,4,2004-06-09,31,19,1031,1,2,0,0
2003639,4,2004-05-17,15,21,1015,3,2,0,0
2003640,4,2004-04-14,14,18,1014,4,0,0,0
2003641,4,2003-10-11,30,25,1030,0,1,0,0
2003642,4,2004-01-27,31,1,1031,3,0,0,0
2003643,4,2003-11-09,7,23,1007,5,2,0,0
2003644,4,2003-12-21,31,12,1031,5,4,0,0
2003645,4,2003-12-20,30,1,1030,4,0,0,0
2003646,4,2003-12-29,17,28,1017,3,1,0,0
2003647,4,2003-12-17,2,20,1002,3,5,0,0
2003648,4,2003-10-12,6,27,1006,4,3,0,0
2003649,4,2003-11-29,1,27,1001,5,0,0,0
2003650,4,2004-06-12,2,9,1002,2,5,0,0
2003651,4,2003-11-11,22,18,1022,0,1,0,0
2003652,4,2004-02-08,19,31,1019,5,0,0,0
2003653,4,2003-10-27,29,4,1029,0,2,0,0
2003654,4,2004-01-02,32,21,1032,2,4,0,0
2003655,4,2004-05-31,29,27,1029,0,3,0,0
2003656,4,2004-05-19,3,21,1003,5,2,0,0
2003657,4,2003-12-27,9,32,1009,2,1,0,0
2003658,4,2004-04-26,32,27,1032,1,3,0,0
2003659,4,2004-03-16,20,8,1020,4,1,0,0
2003660,4,2004-06-01,10,1,1010,0,2,0,0
2003661,4,2003-12-09,11,24,1011,4,5,0,0
2003662,4,2004-04-09,11,28,1011,1,5,0,0
2003663,4,2003-10-31,13,9,1013,2,5,0,0
2003664,4,2004-01-29,16,8,1016,0,1,1,1
2003665,4,2003-12-01,10,27,1010,5,6,1,0
2003666,4,2003-11-08,24,21,1024,1,4,0,0
2003667,4,2003-11-24,23,13,1023,2,1,0,0
2003668,4,2004-02-07,8,18,1008,4,0,0,0
2003669,4,2003-11-25,5,14,1005,0,2,0,0
2003670,4,2004-04-20,25,1,1025,4,0,0,0
2003671,4,2004-03-23,9,11,1009,4,2,0,0
2003672,4,2004-04-04,27,11,1027,2,3,0,0
2003673,4,2004-02-13,28,27,1028,1,2,1,0
2003674,4,2004-02-17,14,16,1014,3,2,0,0
2003675,4,2003-12-13,9,17,1009,5,4,0,0
2003676,4,2004-03-02,23,20,1023,5,2,0,0
2003677,4,2003-11-12,6,1,1006,0,2,0,0
2003678,4,2003-12-12,15,32,1015,5,2,0,0
2003679,4,2003-10-25,2,3,1002,5,4,0,0
2003680,4,2004-05-29,1,15,1001,1,5,0,0
2003681,4,2004-03-26,13,1,1013,5,4,0,0
2003682,4,2004-03-27,8,9,1008,5,1,0,0
2003683,4,2003-11-17,10,19,1010,4,0,0,0
2003684,4,2004-02-12,26,19,1026,3,2,0,0
2003685,4,2004-01-01,3,29,1003,2,4,0,0
2003686,4,2003-10-10,31,3,1031,5,4,0,0
2003687,4,2003-12-03,8,13,1008,5,2,0,0
2003688,4,2003-11-02,6,11,1006,0,1,1,1
2003689,4,2004-03-14,6,24,1006,2,0,0,0
2003690,4,2004-03-05,28,5,1028,1,2,0,0
2003691,4,2004-03-17,12,10,1012,5,2,0,0
2003692,4,2004-03-03,18,32,1018,5,4,0,0
2003693,4,2004-04-06,2,18,1002,5,3,0,0
2003694,4,2003-11-01,32,28,1032,1,2,1,1
2003695,4,2003-11-16,11,9,1011,5,0,0,0
2003696,4,2004-04-02,21,26,1021,1,2,0,0
2003697,4,2004-03-01,17,3,1017,3,2,1,0
2003698,4,2004-03-06,5,27,1005,2,1,1,0
2003699,4,2004-04-08,12,16,1012,1,2,1,1
2003700,4,2004-04-27,26,21,1026,1,5,0,0
2003701,4,2004-04-24,17,23,1017,0,3,0,0
2003702,4,2004-02-16,25,13,1025,6,5,1,0
2003703,4,2004-01-03,24,11,1024,0,3,0,0
2003704,4,2003-11-19,16,31,1016,4,2,0,0
2003705,4,2003-10-18,21,16,1021,4,5,0,0
2003706,4,2003-10-05,32,18,1032,0,5,0,0
2003707,4,2004-01-16,17,2,1017,0,2,0,0
2003708,4,2004-05-12,15,6,1015,1,2,0,0
2003709,4,2004-02-11,25,22,1025,1,0,0,0
2003710,4,2004-03-08,8,1,1008,3,1,0,0
2003711,4,2004-03-19,6,10,1006,5,2,0,0
2003712,4,2004-01-25,16,30,1016,0,3,0,0
2003713,4,2004-04-28,6,21,1006,3,4,0,0
2003714,4,2004-01-13,4,28,1004,2,5,0,0
2003715,4,2004-03-25,3,14,1003,1,5,0,0
2003716,4,2004-01-05,14,10,1014,3,4,0,0
2003717,4,2003-10-19,20,30,1020,1,3,0,0
2003718,4,2004-03-29,5,24,1005,4,0,0,0
2003719,4,2003-10-02,2,24,1002,3,4,0,0
2003720,4,2003-12-26,17,21,1017,1,3,0,0
2003721,4,2004-04-25,21,18,1021,3,2,0,0
2003722,4,2003-12-11,32,19,1032,4,5,0,0
2003723,4,2003-11-30,5,22,1005,1,5,0,0
2003724,4,2004-05-23,10,6,1010,2,4,0,0
2003725,4,2004-04-19,4,23,1004,1,0,0,0
2003726,4,2004-02-09,7,20,1007,4,3,1,0
2003727,4,2004-01-10,15,16,1015,1,3,0,0
2003728,4,2003-12-08,25,7,1025,5,0,0,0
2003729,4,2004-01-19,25,9,1025,5,2,0,0
2003730,4,2004-05-02,10,31,1010,3,0,0,0
2003731,4,2003-12-24,16,29,1016,1,0,1,1
2003732,4,2004-03-21,31,21,1031,1,5,0,0
2003733,4,2004-05-14,20,23,1020,1,0,1,1
2003734,4,2003-10-17,15,28,1015,1,5,0,0
2003735,4,2004-04-17,11,27,1011,4,1,0,0
2003736,4,2003-10-23,25,5,1025,4,5,0,0
2003737,4,2003-10-03,12,28,1012,0,5,0,0
2003738,4,2003-11-26,13,32,1013,0,2,0,0
2003739,4,2004-03-28,22,5,1022,4,0,0,0
2003740,4,2003-10-06,10,2,1010,5,2,0,0
2003741,4,2004-03-12,27,3,1027,2,1,1,1
2003742,4,2004-06-07,5,12,1005,0,1,1,0
2003743,4,2004-02-02,11,13,1011,4,3,0,0
2003744,4,2004-01-08,4,24,1004,0,2,0,0
2003745,4,2003-12-02,16,2,1016,2,5,0,0
2003746,4,2004-05-27,9,16,1009,5,1,0,0
2003747,4,2004-05-15,5,19,1005,2,4,0,0
2003748,4,2004-02-14,31,16,1031,0,5,0,0
2003749,4,2004-01-24,8,23,1008,0,1,0,0
2003750,4,2004-01-21,24,18,1024,4,3,0,0
2003751,4,2004-01-12,10,11,1010,4,2,0,0
2003752,4,2004-05-22,17,14,1017,1,3,0,0
2003753,4,2003-12-18,17,6,1017,4,0,0,0
2003754,4,2004-05-10,23,32,1023,0,4,0,0
2003755,4,2003-10-07,15,4,1015,4,1,0,0
2003756,4,2004-02-05,16,28,1016,0,4,0,0
2003757,4,2004-01-14,23,30,1023,3,4,0,0
2003758,4,2004-03-22,5,23,1005,4,5,1,1
2003759,4,2003-11-10,17,24,1017,2,1,0,0
2003760,4,2003-10-15,20,24,1020,3,0,0,0
2003761,4,2003-12-06,17,29,1017,0,2,0,0
2003762,4,2003-12-04,20,13,1020,3,2,0,0
2003763,4,2004-02-15,11,2,1011,2,5,0,0
2003764,4,2004-05-09,17,22,1017,4,3,0,0
2003765,4,2004-03-07,9,24,1009,5,3,0,0
2003766,4,2003-10-28,29,21,1029,4,3,0,0
2003767,4,2003-11-13,17,16,1017,2,5,0,0
2003768,4,2004-01-17,26,16,1026,2,5,0,0
2003769,4,2003-10-26,25,19,1025,5,2,0,0
2003770,4,2004-01-07,7,16,1007,5,4,0,0
2003771,4,2004-04-10,14,19,1014,0,4,0,0
2003772,4,2004-05-24,16,27,1016,5,4,0,0
2003773,4,2004-02-18,9,8,1009,4,5,0,0
2003774,4,2004-02-23,20,18,1020,0,1,0,0
2003775,4,2004-01-15,12,15,1012,0,5,0,0
2003776,4,2004-02-03,30,14,1030,0,4,0,0
2003777,4,2004-06-02,24,22,1024,5,4,1,0
2003778,4,2004-05-01,17,12,1017,2,1,0,0
2003779,4,2004-02-01,19,24,1019,1,5,0,0
2003780,4,2003-12-25,24,9,1024,4,5,0,0
2003781,4,2004-04-13,24,1,1024,2,3,1,1
2003782,4,2004-02-28,4,25,1004,3,1,0,0
2003783,4,2003-10-24,25,3,1025,2,1,0,0
2003784,4,2004-04-12,23,11,1023,3,4,0,0
2003785,4,2004-01-04,10,20,1010,0,1,0,0
2003786,4,2004-02-19,19,6,1019,0,4,0,0
2003787,4,2004-05-05,32,12,1032,1,5,0,0
2003788,4,2003-11-15,6,5,1006,4,5,0,0
2003789,4,2004-02-06,5,11,1005,4,0,0,0
2003790,4,2003-12-19,17,32,1017,5,4,0,0
2003791,4,2003-11-23,8,30,1008,4,3,0,0
2003792,4,2004-05-20,6,15,1006,0,3,0,0
2003793,4,2004-01-11,24,29,1024,2,0,0,0
2003794,4,2003-11-06,23,3,1023,1,4,0,0
2003795,4,2004-03-09,17,19,1017,0,1,1,0
2003796,4,2004-01-30,4,3,1004,5,2,0,0
2003797,4,2003-10-20,23,1,1023,1,4,0,0
2003798,4,2004-06-04,7,30,1007,2,1,1,0
2003799,4,2004-01-18,1,31,1001,0,4,0,0
2003800,4,2004-04-03,9,31,1009,2,1,0,0
2003801,4,2004-04-15,18,11,1018,0,3,0,0
2003802,4,2004-02-29,4,6,1004,5,2,0,0
2003803,4,2004-02-22,8,20,1008,2,5,0,0
2003804,4,2003-10-14,32,31,1032,0,4,0,0
2003805,4,2003-11-20,20,15,1020,4,2,0,0
2003806,4,2004-01-26,31,25,1031,1,3,0,0
2003807,4,2004-05-16,31,20,1031,4,1,0,0
2003808,4,2003-11-07,30,29,1030,5,0,0,0
2003809,4,2004-06-06,6,3,1006,2,3,0,0
2003810,4,2004-03-11,11,31,1011,4,3,1,0
2003811,4,2004-04-21,28,23,1028,4,5,0,0
2003812,4,2003-12-16,26,32,1026,0,3,0,0
2003813,4,2004-01-23,14,8,1014,3,4,0,0
2003814,4,2004-04-07,18,24,1018,3,2,0,0
2003815,4,2004-04-05,5,26,1005,4,5,0,0
2003816,4,2004-03-30,18,10,1018,4,5,0,0
2003817,4,2003-11-04,19,12,1019,6,5,1,0
2003818,4,2003-11-05,24,30,1024,2,4,0,0
2003819,4,2004-02-10,11,17,1011,3,1,0,0
2003820,4,2004-05-03,28,31,1028,1,2,0,0
2003821,4,2004-03-18,29,26,1029,4,3,0,0
2003822,4,2004-05-26,16,24,1016,3,5,0,0
2003823,4,2004-06-10,15,5,1015,5,2,0,0
2003824,4,2004-06-03,22,20,1022,1,4,0,0
2003825,4,2004-03-31,1,20,1001,0,3,0,0
2003826,4,2004-01-31,14,1,1014,1,4,0,0
2003827,4,2004-01-28,5,16,1005,0,2,0,0
2003828,4,2004-05-28,1,10,1001,0,1,1,0
2003829,4,2004-05-08,3,11,1003,1,5,0,0
2003830,4,2004-01-06,27,25,1027,1,2,1,1
2003831,4,2003-12-05,3,8,1003,3,2,0,0
2003832,4,2004-06-13,12,22,1012,3,2,0,0
2003833,4,2004-04-30,32,3,1032,1,4,0,0
2003834,4,2004-03-24,25,4,1025,5,3,0,0
2003835,4,2003-12-15,3,16,1003,0,1,0,0
2003836,4,2003-10-04,26,6,1026,5,0,0,0
2003837,4,2004-05-06,14,15,1014,2,4,0,0
2003838,4,2003-12-30,30,20,1030,0,1,1,0
2003839,4,2004-01-22,28,6,1028,1,0,0,0
2003840,4,2004-05-07,5,13,1005,0,1,0,0
2003841,4,2003-12-07,24,16,1024,0,2,0,0
2003842,4,2003-10-16,12,8,1012,1,0,1,1
2003843,4,2004-03-20,20,2,1020,2,3,0,0
2003844,4,2004-04-16,5,9,1005,1,0,0,0
2003845,4,2004-06-11,18,5,1018,1,5,0,0
2003846,4,2004-05-21,32,25,1032,4,0,0,0
2003847,4,2004-06-15,18,22,1018,5,1,0,0
2003848,4,2004-03-10,20,31,1020,1,4,0,0
2003849,4,2004-02-20,32,15,1032,5,1,0,0
2003850,4,2004-05-04,14,31,1014,0,1,0,0
2003851,4,2003-12-14,31,15,1031,3,0,0,0
2003852,4,2003-10-21,26,30,1026,4,1,0,0
2003853,4,2003-12-23,15,12,1015,3,2,1,0
2003854,4,2004-06-08,5,3,1005,6,5,1,0
2003855,4,2004-01-20,12,30,1012,2,1,0,0
