ID,Start time,Completion time,Email,Name,Last modified time,Date,Staff Name,Location,User,Reason for Visit,Issue presented,Comments
177,9/27/23 10:31:08,9/27/23 11:06:14,anonymous,,,9/27/2023,Nayeli Gabriel Perez,FS- Lab,Student,Computer Usage;,Canvas;,Student problem accessing canvas. was able to help
178,9/27/23 10:28:31,9/27/23 11:07:39,anonymous,,,9/27/2023,Teresia,FS- Lab,Student,Tech Help;Computer Usage;,WIFI;Canvas;,"The student needed guidance on accessing the wifi, operating Canvas, and attending his Zoom class."
179,9/27/23 11:07:43,9/27/23 11:08:51,anonymous,,,9/27/2023,Teresia,FS- Lab,Student,Computer Usage;,Other;,The student is using the lab computers for her school work.
180,9/27/23 10:54:10,9/27/23 11:13:12,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Tech Help;,Other;,Issues with computer. 
181,9/27/23 11:13:15,9/27/23 11:36:32,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Other;,WIFI;,wi-fi sign in.
182,9/27/23 11:36:39,9/27/23 11:37:44,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Tech Help;,Student Email;,help with student email.
183,9/27/23 11:37:47,9/27/23 11:38:36,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Computer Usage;,Other;,Needed to use computer.
184,9/27/23 11:38:40,9/27/23 11:40:09,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Tech Help;,WIFI;,Needed WI-FI. 
185,9/27/23 11:40:25,9/27/23 11:41:48,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Other;,Other;,Did something.
186,9/27/23 11:41:49,9/27/23 11:42:33,anonymous,,,9/27/2023,Britton,PY - Lab,Guest,Tech Help;,WIFI;,Wanted WI-FI.
187,9/27/23 11:42:38,9/27/23 11:47:59,anonymous,,,9/27/2023,Britton,PY - Lab,Guest,Computer Usage;,Other;,Using a computer 
188,9/27/23 11:48:01,9/27/23 11:48:36,anonymous,,,9/27/2023,Britton,PY - Lab,Guest,Computer Usage;,Other;,Needed to use computer.
189,9/27/23 11:09:33,9/27/23 11:49:06,anonymous,,,9/27/2023,Teresia,FS- Lab,Student,Computer Usage;,Other;,The student needed to use the lab computers for school work.
190,9/27/23 11:48:38,9/27/23 11:49:25,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Computer Usage;,Other;,Needed to use computer for school work.
191,9/27/23 11:49:27,9/27/23 11:50:20,anonymous,,,9/27/2023,Britton,PY - Lab,Guest,Other;,WIFI;,Needs wi-fi.
192,9/27/23 11:49:09,9/27/23 11:51:30,anonymous,,,9/27/2023,Teresia,FS- Lab,Student,Other;,Student Email;,"The student needed help accessing their student, email. "
193,9/27/23 11:51:32,9/27/23 11:54:54,anonymous,,,9/27/2023,Teresia,FS- Lab,Student,Other;,WIFI;,"Wifi error, the student could not be helped. The issue was escalated to IT."
194,9/27/23 11:50:23,9/27/23 12:02:07,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Printing;,Other;,Needed to print.
195,9/27/23 12:02:17,9/27/23 12:02:51,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Printing;,Other;,Printing.
196,9/27/23 12:02:53,9/27/23 12:03:41,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Printing;,Other;,Needed printer.
197,9/27/23 12:03:49,9/27/23 12:09:07,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Tech Help;,Student Email;,Needs to set up student email.
198,9/27/23 12:16:37,9/27/23 12:17:15,anonymous,,,9/27/2023,Chase,PY - Lab,Staff,Tech Help;,Office 365;,"Asked a question about a Office 365 error, issue was resolved."
199,9/27/23 12:17:20,9/27/23 12:25:07,anonymous,,,9/27/2023,Chase,PY - Lab,Student,Tech Help;,WIFI;,"Student asked for help on Wifi, but since they're a new student and PierceOpen isn't working currently, all I could do was tell them that it might be working by the end of the week."
200,9/27/23 12:17:08,9/27/23 12:29:33,anonymous,,,9/27/2023,Priscilla Hug,PY - Library,Staff,Tech Help;,WIFI;,Staff member wasn't able to log into the PierceWifi network with their Google Pixel. 
201,9/27/23 12:09:10,9/27/23 12:29:45,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Tech Help;,WIFI;,Needs WI-FI
202,9/27/23 12:29:47,9/27/23 12:31:18,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Computer Usage;,Canvas;,Needed computer for school work.
203,9/27/23 12:29:38,9/27/23 12:34:03,anonymous,,,9/27/2023,Priscilla Hug,PY - Library,Staff,Tech Help;,WIFI;Office 365;,"An employee was having trouble logging into the PierceWifi network, and also logging into Office365. The issue was fixed after resetting their network password."
204,9/27/23 12:12:28,9/27/23 12:49:17,anonymous,,,9/27/2023,Jabez,FS- Lab,Guest,Other;,WIFI;,Guest had a question about the WiFi on campus
205,9/27/23 12:25:12,9/27/23 12:59:18,anonymous,,,9/27/2023,Chase,PY - Lab,Staff,Tech Help;,Student Email;,"Student needed a password reset, issue was resolved."
206,9/27/23 12:49:20,9/27/23 13:01:29,anonymous,,,9/27/2023,Jabez ,FS- Lab,Student,Computer Usage;,Other;,N/A
207,9/27/23 12:59:32,9/27/23 13:05:03,anonymous,,,9/27/2023,Chase,PY - Lab,Staff,Tech Help;,WIFI;,"Needed to get on wifi, but registered recently."
208,9/27/23 13:05:07,9/27/23 13:06:21,anonymous,,,9/27/2023,Jonas,PY - Lab,Staff,Tech Help;,WIFI;,"Student needed to log onto wifi, couldn't remember when he registered, helped with getting him onto wifi."
209,9/27/23 12:34:05,9/27/23 13:17:26,anonymous,,,9/27/2023,Priscilla Hug,PY - Library,Staff,Tech Help;,Office 365;,NA
210,9/27/23 13:17:28,9/27/23 13:17:51,anonymous,,,9/27/2023,Priscilla Hug,PY - Library,Guest,Other;,Other;,NA
211,9/27/23 13:06:25,9/27/23 13:22:41,anonymous,,,9/27/2023,Chase,PY - Lab,Staff,Other;,Other;,Student needed help finding a teachers office.
212,9/27/23 13:22:47,9/27/23 13:23:30,anonymous,,,9/27/2023,Chase,PY - Lab,Staff,Other;,WIFI;,"Needed help with wifi, but registered after July."
213,9/27/23 13:23:36,9/27/23 13:24:51,anonymous,,,9/27/2023,Chase,PY - Lab,Staff,Printing;,Other;,Student used printer in PY lab.
214,9/27/23 13:09:49,9/27/23 13:27:39,anonymous,,,9/27/2023,Lola Cordero,FS- Lab,Staff,Other;,Other;,Had a question about the availability of the lab.
215,9/27/23 12:31:23,9/27/23 13:29:21,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Other;,Other;,Just working on school work for the time being.
216,9/27/23 13:17:54,9/27/23 13:29:31,anonymous,,,9/27/2023,Priscilla Hug,PY - Library,Staff,Tech Help;,Office 365;,Needed help with opening an emailed file in Excel and editing it.
217,9/27/23 13:24:59,9/27/23 13:32:36,anonymous,,,9/27/2023,Chase,PY - Lab,Staff,Tech Help;,WIFI;,"Student wanted to get on wifi, but registered after July. "
218,9/27/23 13:31:15,9/27/23 13:33:23,anonymous,,,9/27/2023,Florian Williams,FS - Design Studio,Guest,Other;,Other;,Asking questions about recording booth
219,9/27/23 13:32:38,9/27/23 13:34:14,anonymous,,,9/27/2023,Chase,PY - Lab,Staff,Tech Help;,WIFI;,"Student wanted to get onto wifi, and she was able to log onto is successfully."
220,9/27/23 13:34:16,9/27/23 13:37:51,anonymous,,,9/27/2023,Chase,PY - Lab,Student,Printing;,Other;,Student wanted to print in the PY lab.
221,9/27/23 13:40:03,9/27/23 13:40:55,anonymous,,,9/27/2023,Priscilla Hug,PY - Library,Student,Tech Help;Computer Usage;,Other;,Needed assistance figuring out how to sign into Zoom and join a meeting on the library computer.
222,9/27/23 13:40:57,9/27/23 13:41:26,anonymous,,,9/27/2023,Priscilla Hug,PY - Library,Student,Tech Help;,WIFI;,NA
223,9/27/23 13:37:53,9/27/23 13:42:21,anonymous,,,9/27/2023,Chase,PY - Lab,Staff,Other;,Other;,Aaron.
224,9/27/23 13:42:25,9/27/23 13:49:19,anonymous,,,9/27/2023,Chase,PY - Lab,Student,Computer Usage;,Other;,Just came through to ask where room 274 is and using the computer. 
225,9/27/23 13:27:43,9/27/23 13:53:47,anonymous,,,9/27/2023,Lola Cordero,FS- Lab,Student,Tech Help;,Other;,Student had a question about signing into adobe.
226,9/27/23 13:49:22,9/27/23 13:56:41,anonymous,,,9/27/2023,Chase,PY - Lab,Staff,Computer Usage;Other;,Other;,Using computers and going to class.
227,9/27/23 13:56:43,9/27/23 13:57:05,anonymous,,,9/27/2023,Chase,PY - Lab,Staff,Computer Usage;Other;,Other;,Using computers and going to class.
228,9/27/23 13:58:17,9/27/23 14:01:29,anonymous,,,9/27/2023,Chase,PY - Lab,Staff,Tech Help;,WIFI;,"Needed wifi help, connected her onto it."
229,9/27/23 13:29:24,9/27/23 14:04:50,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Tech Help;,Student Email;,Email password reset. 
230,9/27/23 14:04:52,9/27/23 14:05:45,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Computer Usage;,Other;,Using computer.
231,9/27/23 14:05:46,9/27/23 14:06:35,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Computer Usage;,Other;,Using computer.
232,9/27/23 14:06:37,9/27/23 14:08:23,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Other;,Other;,Person just hanging out.
233,9/27/23 14:08:28,9/27/23 14:08:59,anonymous,,,9/27/2023,Britton,PY - Lab,Guest,Other;,Other;,Person was here.
234,9/27/23 14:09:00,9/27/23 14:09:29,anonymous,,,9/27/2023,Britton,PY - Lab,Guest,Other;,Other;,Person was here.
235,9/27/23 14:09:10,9/27/23 14:09:55,anonymous,,,9/27/2023,Florian Williams,FS - Design Studio,Guest,Other;,Other;,Checking out the studio
236,9/27/23 14:09:31,9/27/23 14:11:02,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Computer Usage;,Canvas;,Working on school work.
237,9/27/23 13:01:33,9/27/23 14:20:00,anonymous,,,9/27/2023,Jabez,FS- Lab,Guest,Other;,Student Email;,Student had a question about accessing student email 
238,9/27/23 14:11:05,9/27/23 14:35:00,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Tech Help;,WIFI;,Help with WIFI. 
239,9/27/23 14:35:19,9/27/23 14:36:08,anonymous,,,9/27/2023,Florian Williams,FS - Design Studio,Guest,Other;,Other;,Came to see if there was anyone to help.
240,9/27/23 14:35:03,9/27/23 14:40:46,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Other;,Other;,Using their own computer.
241,9/27/23 14:40:48,9/27/23 14:41:54,anonymous,,,9/27/2023,Britton,PY - Lab,Student,Other;,Other;,"Working on school, on their laptop."
242,9/27/23 14:18:00,9/27/23 14:46:24,anonymous,,,9/27/2023,Jonas Nelson,PY - Lab,Student,Tech Help;,Other;,Can't activate CTClink.
243,9/27/23 15:01:53,9/27/23 15:02:33,anonymous,,,9/27/2023,Jonas Nelson,PY - Lab,Student,Tech Help;,Office 365;Student Email;,Activated student email.
244,9/27/23 15:05:36,9/27/23 15:08:34,anonymous,,,9/27/2023,Florian Williams,FS - Design Studio,Student,Other;,Other;,Came in to use recording studio
245,9/27/23 15:17:40,9/27/23 15:18:18,anonymous,,,9/27/2023,Jonas Nelson,PY - Lab,Guest,Other;,Other;,Guest
246,9/27/23 15:18:21,9/27/23 15:19:09,anonymous,,,9/27/2023,Jonas Nelson,PY - Lab,Guest,Other;Tech Help;,WIFI;,WIFI login. 
247,9/27/23 14:21:07,9/27/23 15:23:50,anonymous,,,9/27/2023,Jabez ,FS- Lab,Guest,Other;,Other;,Student had a question about printing in the lab. 
248,9/27/23 15:24:05,9/27/23 15:24:56,anonymous,,,9/27/2023,Jonas Nelson,PY - Lab,Student,Computer Usage;,Other;,Computer use.
249,9/27/23 15:26:09,9/27/23 15:26:52,anonymous,,,9/27/2023,Jonas Nelson,PY - Lab,Student,Computer Usage;,Other;,computer use
250,9/27/23 15:31:17,9/27/23 15:31:45,anonymous,,,9/27/2023,Jonas Nelson,PY - Lab,Staff,Printing;,Other;,Printer use.
251,9/27/23 15:20:47,9/27/23 15:53:29,anonymous,,,9/27/2023,Britton Breivik,PY - Lab,Student,Tech Help;,Other;,Help with computer.
252,9/27/23 15:53:31,9/27/23 15:54:52,anonymous,,,9/27/2023,Britton Breivik,PY - Lab,Student,Other;,Other;,Came in for help on a computer.
253,9/27/23 15:54:54,9/27/23 16:07:49,anonymous,,,9/27/2023,Britton,PY - Lab,Guest,Tech Help;,WIFI;,Wanted WIFI.
254,9/27/23 15:31:49,9/27/23 16:37:33,anonymous,,,9/27/2023,Jonas Nelson,PY - Lab,Student,Computer Usage;Study Table;,Other;,lina!!!
255,9/27/23 16:06:41,9/27/23 17:01:25,anonymous,,,9/27/2023,Florian Williams,FS - Design Studio,Guest,Other;,WIFI;,Asking for Ethernet cable
256,9/28/23 9:10:11,9/28/23 9:10:43,anonymous,,,9/28/2023,jacob,PY - Lab,Student,Printing;,Other;,student needed to print
257,9/28/23 9:10:49,9/28/23 9:11:32,anonymous,,,9/28/2023,jacob,PY - Lab,Student,Tech Help;,WIFI;,student needed elp to forget pierce guest before connecting to pierce wifi 
258,9/28/23 9:11:35,9/28/23 9:12:16,anonymous,,,9/28/2023,jacob,PY - Lab,Guest,Other;,Other;,student came in with another student 
259,9/28/23 9:12:18,9/28/23 9:12:40,anonymous,,,9/28/2023,jacob,PY - Lab,Guest,Other;,Other;,student came in with another student 
260,9/28/23 9:33:25,9/28/23 9:50:32,anonymous,,,9/28/2023,Kayla,PY - Library,Staff,Tech Help;,WIFI;,Couldn’t log on to PierceOpen. 
261,9/28/23 10:07:30,9/28/23 10:08:02,anonymous,,,9/28/2023,Chase,PY - Lab,Staff,Tech Help;,WIFI;,Student asked about wifi access for his personal computer.
262,9/28/23 10:08:03,9/28/23 10:10:49,anonymous,,,9/28/2023,Chase,PY - Lab,Staff,Other;,Other;,"""I don't know why I'm here"""
263,9/28/23 10:10:52,9/28/23 10:13:39,anonymous,,,9/28/2023,Chase,PY - Lab,Staff,Tech Help;,WIFI;,"Asked about wifi on her personal computer, was unable to connect as they are a new student."
264,9/28/23 10:13:41,9/28/23 10:16:52,anonymous,,,9/28/2023,Chase,PY - Lab,Staff,Other;,WIFI;,"Student was unable to connect to wifi on her personal laptop, unable to fix."
265,9/28/23 9:50:36,9/28/23 10:27:25,anonymous,,,9/28/2023,Kayla,PY - Library,Student,Other;,WIFI;,"Help with Wi-Fi
"
266,9/28/23 10:16:54,9/28/23 10:27:34,anonymous,,,9/28/2023,Chase,PY - Library,Staff,Tech Help;,Canvas;,"Teacher needed help with logging into Canvas, Jacob went to her classroom to help fix it, and it was fixed."
267,9/28/23 10:27:43,9/28/23 10:28:23,anonymous,,,9/28/2023,Chase,PY - Lab,Staff,Computer Usage;,Other;,Ms.Orchard came in to use a computer in the PY lab.
268,9/28/23 10:27:50,9/28/23 10:28:53,anonymous,,,9/27/2023,Nick,Zoom Appointments,Student,Other;,Office 365;,Student wanted to access Excel on Macbook
269,9/28/23 10:28:25,9/28/23 10:29:13,anonymous,,,9/28/2023,Chase,PY - Lab,Staff,Computer Usage;,Other;,Came into lab with Ms.Orchard.
270,9/28/23 10:29:15,9/28/23 10:34:06,anonymous,,,9/28/2023,Chase,PY - Lab,Staff,Tech Help;,WIFI;,Needed wifi help.
271,9/28/23 10:34:09,9/28/23 10:35:27,anonymous,,,9/28/2023,Chase,PY - Lab,Guest,Tech Help;,WIFI;,Needed wifi help.
272,9/28/23 10:35:29,9/28/23 10:44:34,anonymous,,,9/28/2023,Chase,PY - Lab,Student,Tech Help;,WIFI;,"Student wanted to connect to wifi on personal computer, and he was connected to it successfully."
273,9/28/23 10:44:38,9/28/23 11:10:51,anonymous,,,9/28/2023,Chase,PY - Lab,Guest,Other;,Other;,"Student needed help applying to Pierce, so I took her to the admissions office."
274,9/28/23 11:10:53,9/28/23 11:12:40,anonymous,,,9/28/2023,Chase,PY - Lab,Student,Tech Help;,Office 365;,Student needs help with office 365.
275,9/28/23 11:12:47,9/28/23 11:15:01,anonymous,,,9/28/2023,Chase,PY - Lab,Guest,Tech Help;,WIFI;,Student needed help getting onto wifi.
276,9/28/23 11:15:05,9/28/23 11:16:04,anonymous,,,9/28/2023,Chase,PY - Lab,Staff,Other;,Other;,Professor
277,9/28/23 11:16:06,9/28/23 11:19:14,anonymous,,,9/28/2023,Chase,PY - Lab,Guest,Other;,Other;,Asked where a classroom was.
278,9/28/23 11:19:16,9/28/23 11:19:56,anonymous,,,9/28/2023,Chase,PY - Lab,Guest,Other;,Other;,Also asked where a classroom was.
279,9/28/23 11:19:58,9/28/23 11:21:47,anonymous,,,9/28/2023,Chase,PY - Lab,Staff,Tech Help;,Office 365;,Professor needed help with email access.
280,9/28/23 11:21:49,9/28/23 11:22:26,anonymous,,,9/28/2023,Chase,PY - Lab,Guest,Other;,Other;,Classroom
281,9/28/23 11:22:28,9/28/23 11:26:50,anonymous,,,9/28/2023,Chase,PY - Lab,Staff,Tech Help;Computer Usage;,Office 365;,Needed to look into some issues with email.
282,9/28/23 10:27:27,9/28/23 11:33:53,anonymous,,,9/28/2023,Kayla,PY - Library,Staff,Other;Tech Help;,WIFI;Student Email;,Help getting into email
283,9/28/23 11:34:01,9/28/23 11:35:13,anonymous,,,9/28/2023,Chase,PY - Library,Student,Tech Help;,WIFI;,Student needed help with wifi
284,9/28/23 11:35:41,9/28/23 11:39:22,anonymous,,,9/28/2023,Chase,PY - Lab,Guest,Tech Help;,WIFI;,Student needed help logging into wifi
285,9/28/23 11:39:26,9/28/23 11:40:54,anonymous,,,9/28/2023,Chase,PY - Lab,Guest,Computer Usage;,Other;,Using a computer
286,9/28/23 11:42:59,9/28/23 11:43:32,anonymous,,,9/28/2023,Kayla,PY - Library,Staff,Tech Help;,Student Email;,Help getting into student email
287,9/28/23 11:40:57,9/28/23 11:45:25,anonymous,,,9/28/2023,Chase,PY - Lab,Student,Computer Usage;,Other;,Using computer
288,9/28/23 11:45:27,9/28/23 11:50:11,anonymous,,,9/28/2023,Chase,PY - Lab,Student,Tech Help;,Student Email;,Needs help logging in.
289,9/28/23 12:05:04,9/28/23 12:05:59,anonymous,,,9/28/2023,Kayla,PY - Lab,Staff,Tech Help;,Other;,Starfish
290,9/28/23 12:06:20,9/28/23 12:06:50,anonymous,,,9/28/2023,Kayla,PY - Lab,Staff,Other;Tech Help;,Other;,Starfish
291,9/28/23 11:29:14,9/28/23 12:27:55,anonymous,,,9/28/2023,Jabez Gomez ,FS- Lab,Guest,Other;Tech Help;,WIFI;,Guest had a question about accessing the WiFi
292,9/28/23 11:50:13,9/28/23 12:33:00,anonymous,,,9/28/2023,Chase,PY - Lab,Guest,Tech Help;,WIFI;,Needed wifi help.
293,9/28/23 12:33:01,9/28/23 12:33:16,anonymous,,,9/28/2023,Chase,PY - Lab,Guest,Tech Help;,WIFI;,Needed wifi help.
294,9/28/23 12:33:17,9/28/23 12:34:08,anonymous,,,9/28/2023,Chase ,PY - Lab,Guest,Tech Help;,WIFI;,Needed wifi help.
295,9/28/23 12:34:10,9/28/23 12:34:36,anonymous,,,9/28/2023,Chase,PY - Lab,Guest,Tech Help;,WIFI;,Needed wifi help.
296,9/28/23 12:34:39,9/28/23 12:35:03,anonymous,,,9/28/2023,Chase,PY - Lab,Guest,Tech Help;,WIFI;,Needed wifi help.
297,9/28/23 12:27:59,9/28/23 12:47:57,anonymous,,,9/28/2023,Jabez,FS- Lab,Guest,Other;,Other;,Guest had a question about where IT was located
298,9/28/23 12:48:00,9/28/23 12:48:29,anonymous,,,9/28/2023,Jabez,FS- Lab,Guest,Other;,Other;,Guest had a question about where IT was located
299,9/28/23 12:52:03,9/28/23 12:53:18,anonymous,,,9/28/2023,Kayla,PY - Lab,Staff,Tech Help;,Student Email;Office 365;,Trying to get into email. 
300,9/28/23 12:54:17,9/28/23 12:55:22,anonymous,,,9/28/2023,Jabez,FS- Lab,Staff,Tech Help;Printing;,Other;,They were looking to see where the 3D printing was located. I was able to help redirect them. 
301,9/28/23 12:58:55,9/28/23 12:59:43,anonymous,,,9/28/2023,Kayla,PY - Lab,Staff,Tech Help;,WIFI;,Help getting on Wi-Fi
302,9/28/23 12:58:41,9/28/23 12:59:47,anonymous,,,9/28/2023,Florian Williams ,FS - Design Studio,Student,Other;,Other;,Recording studio
303,9/28/23 12:59:51,9/28/23 13:01:23,anonymous,,,9/28/2023,Kayla,PY - Lab,Staff,Tech Help;,WIFI;,Could not get into wifi
304,9/28/23 13:04:36,9/28/23 13:07:08,anonymous,,,9/28/2023,Vahn Frantz c,PY - Lab,Student,Other;,WIFI;,Resolved
305,9/28/23 13:07:10,9/28/23 13:08:24,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Student,Other;,WIFI;,Resolved
306,9/28/23 13:08:25,9/28/23 13:09:41,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Student,Other;,WIFI;, resolved
307,9/28/23 13:09:43,9/28/23 13:10:44,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Student,Other;,WIFI;,Resolved
308,9/28/23 13:10:55,9/28/23 13:12:14,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Student,Other;,WIFI;,Resolved
309,9/28/23 13:12:16,9/28/23 13:13:14,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Student,Other;,WIFI;, 
310,9/28/23 13:13:16,9/28/23 13:14:58,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Student,Other;,WIFI;,WiFi isn’t connecting 
311,9/28/23 13:14:59,9/28/23 13:17:31,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Student,Other;,WIFI;,Issue connecting to WiFi from Highschool loaned computer
312,9/28/23 13:17:33,9/28/23 13:19:05,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Student,Other;,WIFI;,Issue with connecting to WiFi from highschool loaned computer
313,9/28/23 13:18:58,9/28/23 13:20:19,anonymous,,,9/28/2023,Nick,Zoom Appointments,Student,Tech Help;,Office 365;,"Studying was not able to log into Office 365 so he can access excel, we also helped clean his computer by deleting temporary files"
314,9/28/23 13:19:07,9/28/23 13:21:24,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Guest,Other;,WIFI;,Issue with connecting to WiFi from highschool loaned computer
315,9/28/23 13:21:29,9/28/23 13:22:14,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Guest,Other;,WIFI;,Issues with connecting to WiFi from highschool loaned computer
316,9/28/23 13:22:16,9/28/23 13:23:39,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Student,Printing;,Other;,Printing
317,9/28/23 13:23:42,9/28/23 13:24:24,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Guest,Study Table;Other;,Other;,Guest
318,9/28/23 13:25:10,9/28/23 13:27:05,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Guest,Other;,WIFI;,New Student
319,9/28/23 13:27:07,9/28/23 13:27:59,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Guest,Other;,WIFI;,New student
320,9/28/23 13:28:01,9/28/23 13:28:49,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Guest,Other;,WIFI;,New student
321,9/28/23 13:28:51,9/28/23 13:29:53,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Guest,Other;,WIFI;,New student
322,9/28/23 13:29:55,9/28/23 13:30:47,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Guest,Other;,WIFI;,New student
323,9/28/23 13:30:49,9/28/23 13:31:27,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Guest,Other;,WIFI;,New student
324,9/28/23 13:31:28,9/28/23 13:32:02,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Guest,Other;,WIFI;,New student
325,9/28/23 13:32:07,9/28/23 13:33:33,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Guest,Other;,WIFI;,New student
326,9/28/23 13:33:35,9/28/23 13:34:12,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Guest,Other;,WIFI;,New student
327,9/28/23 13:36:46,9/28/23 13:38:09,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Student,Study Table;,Other;,Study table
328,9/28/23 13:38:11,9/28/23 13:38:43,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Student,Study Table;,Other;,Study table
329,9/28/23 13:41:39,9/28/23 13:42:08,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Student,Other;,WIFI;,New student
330,9/28/23 12:35:07,9/28/23 13:48:45,anonymous,,,9/28/2023,Chase,PY - Lab,Student,Tech Help;,Office 365;,Needs help with Microsoft Word.
331,9/28/23 13:48:50,9/28/23 13:50:42,anonymous,,,9/28/2023,Chase,PY - Lab,Student,Tech Help;,WIFI;,Student needed help with connecting to the wifi.
332,9/28/23 13:42:24,9/28/23 13:56:26,anonymous,,,9/28/2023,Vahn Frantz,PY - Lab,Student,Other;,WIFI;,New student
333,9/28/23 14:01:02,9/28/23 14:14:43,anonymous,,,9/28/2023,Kayla,PY - Lab,Student,Tech Help;,Canvas;WIFI;,Help with WiFi and signing into canvas
334,9/28/23 12:55:26,9/28/23 14:29:47,anonymous,,,9/28/2023,Jabez,FS- Lab,Student,Computer Usage;,Other;,N/A
335,9/28/23 14:30:03,9/28/23 14:31:50,anonymous,,,9/28/2023,Jabez,FS- Lab,Student,Computer Usage;,Other;,N/A
336,9/28/23 14:30:46,9/28/23 14:31:50,anonymous,,,9/28/2023,Britton Breivik,PY - Lab,Student,Computer Usage;,Other;,Doing school work.
337,9/28/23 14:34:32,9/28/23 14:39:21,anonymous,,,9/28/2023,Emily Barrett,PY - Lab,Student,Tech Help;,WIFI;,Needed assistance connecting to the WiFi.
338,9/28/23 14:39:26,9/28/23 14:40:14,anonymous,,,9/28/2023,Emily Barrett,PY - Lab,Guest,Printing;,Other;,Printer usage.
339,9/28/23 14:38:34,9/28/23 14:40:22,anonymous,,,9/28/2023,Nick,Zoom Appointments,Student,Tech Help;,Other;,"The student wanted to access an External educational service but a proxy server was blocking access, tried it on my end but got the same issue, directed her to IT"
340,9/28/23 14:31:52,9/28/23 14:44:57,anonymous,,,9/28/2023,Britton Breivik,PY - Lab,Guest,Tech Help;,Other;,Needs help with something on computer.
341,9/28/23 14:31:53,9/28/23 14:45:24,anonymous,,,9/28/2023,Mia,FS- Lab,Student,Computer Usage;,Other;,N/A
342,9/28/23 13:34:58,9/28/23 14:54:41,anonymous,,,9/28/2023,Florian Williams,FS - Design Studio,Student,Tech Help;,WIFI;Student Email;,Helped them
343,9/28/23 14:45:03,9/28/23 14:56:08,anonymous,,,9/28/2023,Britton,PY - Lab,Student,Tech Help;,WIFI;,Needed help with WIFI.
344,9/28/23 14:56:11,9/28/23 14:59:16,anonymous,,,9/28/2023,Britton Breivik,PY - Lab,Student,Other;,Other;,Worked on a computer.
345,9/28/23 14:59:18,9/28/23 15:00:16,anonymous,,,9/28/2023,Britton Breivik,PY - Lab,Student,Computer Usage;,Other;,Using computer.
346,9/28/23 14:41:43,9/28/23 15:00:18,anonymous,,,9/28/2023,Emily Barrett,PY - Lab,Student,Printing;Tech Help;,Other;,Needed assistance with printing.
347,9/28/23 15:00:17,9/28/23 15:01:11,anonymous,,,9/28/2023,Britton,PY - Lab,Student,Computer Usage;,Other;,Working on school.
348,9/28/23 15:01:12,9/28/23 15:02:02,anonymous,,,9/28/2023,Britton Breivik,PY - Lab,Student,Other;,Other;,Exploring the room.
349,9/28/23 14:42:05,9/28/23 15:03:58,anonymous,,,9/28/2023,Kayla,PY - Lab,Staff,Tech Help;,Canvas;,Trouble logging into Canvas. 
350,9/28/23 15:02:04,9/28/23 15:05:40,anonymous,,,9/28/2023,Britton Breivik,PY - Lab,Student,Computer Usage;,Other;,Was trying to download something.
