PlayerID,SeasonID,Goals,Assists,ShotsOnGoal,BlockedShots,TimeOnIce
250,10,48,1,26,14,1299
250,11,45,16,63,59,1234
250,12,38,42,42,22,1869
250,13,15,32,66,75,1444
250,14,21,35,25,44,2295
250,15,26,23,48,50,1895
250,16,28,17,23,16,3291
250,17,21,31,51,5,1319
250,18,2,6,42,36,3130
250,19,34,31,59,69,1985
250,20,12,27,35,17,1386
251,1,25,9,62,75,3574
251,2,12,37,70,10,3558
251,3,37,7,37,46,1566
251,4,15,9,30,39,2210
251,5,42,40,9,34,1322
251,6,41,44,80,40,2417
251,7,32,36,12,67,3731
251,8,25,22,43,26,2586
251,9,27,30,43,64,2416
251,10,49,20,41,55,2028
251,11,23,20,31,73,3350
251,12,21,49,60,74,2377
251,13,19,46,41,63,2503
251,14,41,38,6,21,2840
251,15,21,11,58,0,2059
251,16,3,32,38,48,2643
251,17,8,36,10,23,2828
251,18,37,11,18,43,3071
251,19,27,44,20,37,1500
251,20,23,34,33,2,2313
252,1,30,28,70,18,3722
252,2,43,19,37,68,1186
252,3,18,37,15,43,1788
252,4,49,50,19,46,1027
252,5,21,25,58,15,1543
252,6,20,13,11,10,1859
252,7,44,33,63,34,3636
252,8,14,46,63,24,1043
252,9,27,18,1,16,1678
252,10,41,15,11,46,3606
252,11,9,40,30,10,3068
252,12,31,46,10,19,3630
252,13,49,8,36,17,2919
252,14,25,17,61,32,3106
252,15,14,30,64,2,3572
252,16,14,20,2,40,2837
252,17,24,12,25,55,1227
252,18,38,33,29,8,1711
252,19,30,42,3,4,1647
252,20,34,17,28,32,2296
253,1,43,47,61,79,1955
253,2,34,11,48,9,2956
253,3,31,1,59,44,2070
253,4,14,18,14,49,2788
253,5,39,21,68,37,3011
253,6,21,49,44,40,3010
253,7,16,7,49,50,2504
253,8,38,38,31,37,2159
253,9,37,16,45,78,2296
253,10,1,38,14,44,2001
253,11,4,26,61,26,3696
253,12,45,28,67,32,1431
253,13,23,23,50,66,1090
253,14,35,39,23,62,2773
253,15,46,28,39,52,1848
253,16,46,13,9,67,2820
253,17,34,9,37,75,3240
253,18,45,46,16,49,1293
253,19,50,6,48,8,2283
253,20,31,42,17,58,2505
254,1,5,26,23,72,1272
254,2,15,35,29,52,1521
254,3,35,44,57,61,1696
254,4,50,18,67,79,1363
254,5,37,27,49,34,2027
254,6,50,15,7,0,1636
254,7,16,10,12,17,2456
254,8,24,15,64,36,1592
254,9,22,4,3,38,3090
254,10,5,45,33,23,1737
254,11,36,38,29,32,3515
254,12,17,25,64,48,3045
254,13,25,22,80,28,1164
254,14,2,23,36,36,3569
254,15,6,31,25,78,1046
254,16,14,6,15,77,1997
254,17,10,39,38,28,2102
254,18,34,26,63,58,2194
254,19,27,10,12,7,2299
254,20,26,33,33,52,1369
255,1,35,22,59,47,1945
255,2,50,12,32,35,3266
255,3,38,36,2,42,3469
255,4,9,37,63,55,1393
255,5,50,46,50,72,3749
255,6,41,24,69,78,1490
255,7,13,44,73,53,2098
255,8,9,12,68,38,3636
255,9,34,7,39,8,2058
255,10,24,8,33,70,2713
255,11,34,27,22,23,3226
255,12,5,49,42,26,3513
255,13,23,28,28,11,2949
255,14,35,14,71,28,2218
255,15,21,41,48,32,3319
255,16,28,50,13,4,2867
255,17,29,18,2,50,3744
255,18,40,20,47,62,2098
255,19,49,39,68,72,3040
255,20,44,10,48,13,2934
256,1,22,22,58,28,1790
256,2,48,28,77,29,2308
256,3,11,32,46,42,3037
256,4,12,16,72,54,1066
256,5,29,9,75,23,2473
256,6,3,28,7,62,3830
256,7,27,38,44,50,1019
256,8,4,21,17,74,3710
256,9,29,17,38,8,2398
256,10,50,24,42,77,1946
256,11,46,45,26,62,2114
256,12,24,23,69,68,2520
256,13,17,34,43,53,1058
256,14,1,49,40,48,2745
256,15,46,42,77,7,3145
256,16,46,44,38,22,1050
256,17,10,25,3,35,1648
256,18,43,40,73,58,3003
256,19,29,1,11,25,1386
256,20,35,1,54,65,1292
257,1,36,16,15,66,3019
257,2,10,15,45,69,1818
257,3,28,23,35,4,2694
257,4,27,49,49,73,1254
257,5,2,6,46,34,2753
257,6,8,9,53,20,3020
257,7,33,6,19,53,2104
257,8,9,48,63,76,3188
257,9,29,11,23,76,1906
257,10,19,24,35,13,2952
257,11,18,11,3,60,2636
257,12,19,28,22,75,3758
257,13,31,43,57,17,2064
257,14,32,5,61,55,2679
257,15,22,3,73,64,1633
257,16,28,40,23,7,3355
257,17,18,12,58,47,1733
257,18,40,24,41,54,1493
257,19,41,4,61,16,2102
257,20,34,31,10,13,1670
258,1,11,43,18,70,3058
258,2,7,38,70,69,1061
258,3,6,6,78,77,1721
258,4,31,29,35,5,1305
258,5,32,21,71,7,3054
258,6,14,22,28,70,1974
258,7,25,25,38,27,2968
258,8,36,37,52,45,2472
258,9,36,2,57,80,1951
258,10,47,28,9,37,2540
258,11,27,47,63,34,2206
258,12,10,25,26,1,2944
258,13,1,23,43,78,3187
258,14,14,18,4,74,1945
258,15,38,22,75,77,1694
258,16,2,8,31,24,2050
258,17,31,38,56,43,1790
258,18,39,5,38,40,2007
258,19,18,7,72,44,2338
258,20,28,14,1,58,2210
259,1,17,47,27,61,1308
259,2,14,9,43,74,1166
259,3,22,16,13,4,1092
259,4,8,2,18,52,2780
259,5,41,15,15,55,3825
259,6,6,18,24,14,1064
259,7,43,42,26,29,3513
259,8,3,36,23,25,3695
259,9,18,34,41,36,3229
259,10,7,34,32,6,1826
259,11,43,36,25,19,1636
259,12,24,31,28,77,1560
259,13,29,46,7,27,2608
259,14,1,31,78,37,3438
259,15,16,37,72,64,1224
259,16,47,8,22,62,3349
259,17,4,29,64,78,2425
259,18,23,34,51,44,2866
259,19,6,15,50,56,2414
259,20,12,21,65,42,3175
260,1,26,44,72,34,1838
260,2,7,5,73,63,1081
260,3,19,42,35,3,2838
260,4,1,15,75,30,1303
260,5,3,49,3,19,2430
260,6,47,12,4,39,3745
260,7,16,38,61,55,2486
260,8,11,15,73,23,1445
260,9,30,10,24,9,1796
260,10,4,19,34,10,3150
260,11,38,7,22,34,3274
260,12,15,12,24,51,1339
260,13,33,32,6,15,2620
260,14,8,29,28,70,2594
260,15,25,25,14,46,3480
260,16,36,41,53,50,1030
260,17,42,23,68,75,3011
260,18,7,46,79,22,2760
260,19,23,6,33,22,1138
260,20,1,29,22,72,3718
261,1,19,47,55,7,3028
261,2,25,15,73,62,3203
261,3,29,14,19,47,2106
261,4,8,37,70,27,2105
261,5,37,5,5,49,3301
261,6,5,38,9,42,2627
261,7,32,34,66,61,1947
261,8,32,38,48,57,1403
261,9,6,25,63,37,3332
261,10,26,28,37,24,2208
261,11,22,7,40,64,1785
261,12,37,4,28,41,1810
261,13,17,17,3,51,1425
261,14,34,14,80,59,1909
261,15,25,45,79,49,2578
261,16,50,40,74,6,2993
261,17,41,40,70,57,2232
261,18,22,33,40,41,3198
261,19,41,42,4,48,3170
261,20,39,39,64,80,3181
262,1,37,27,22,3,2622
262,2,32,47,21,28,2652
262,3,42,45,50,18,1254
262,4,16,41,34,19,2914
262,5,18,17,33,69,1199
262,6,4,2,55,69,2617
262,7,44,1,77,48,1686
262,8,45,21,78,0,2633
262,9,41,15,54,3,3499
262,10,8,42,30,44,3208
262,11,29,5,28,50,3342
262,12,1,21,6,45,3757
262,13,38,40,57,8,3019
262,14,36,7,18,26,2156
262,15,50,8,43,57,3503
262,16,20,47,22,44,1210
262,17,15,4,13,18,2561
262,18,37,27,26,41,3817
262,19,49,44,1,68,2855
262,20,43,22,48,39,2835
263,1,14,42,78,4,3758
263,2,34,47,8,23,1325
263,3,7,39,2,18,3588
263,4,34,21,49,53,1491
263,5,20,19,9,7,1101
263,6,23,17,40,19,1002
263,7,14,18,53,37,1641
263,8,50,41,67,48,1766
263,9,50,49,61,10,3536
263,10,42,1,78,33,1411
263,11,35,23,30,33,2322
263,12,26,34,8,60,2726
263,13,18,7,76,10,3400
263,14,21,46,3,38,3404
263,15,42,26,80,6,2261
263,16,33,19,35,48,1396
263,17,12,6,78,65,2037
263,18,3,22,74,10,2299
263,19,49,33,1,37,1400
263,20,10,43,61,5,3094
264,1,22,31,44,57,3106
264,2,1,34,53,64,3496
264,3,32,22,52,49,1145
264,4,45,47,57,4,1053
264,5,7,30,2,77,2616
264,6,2,15,42,11,1287
264,7,6,21,17,27,3651
264,8,39,20,65,77,3445
264,9,34,14,8,23,3193
264,10,13,22,28,2,2371
264,11,35,23,76,36,3047
264,12,6,35,36,11,1032
264,13,21,8,7,67,1059
264,14,5,10,74,32,3016
264,15,44,43,58,27,2972
264,16,32,9,16,0,3043
264,17,7,5,66,45,2980
264,18,20,42,31,63,1837
264,19,14,50,62,75,2156
264,20,35,35,32,63,2177
265,1,6,46,12,74,1417
265,2,46,41,52,64,2016
265,3,44,28,16,48,2994
265,4,13,2,66,9,3606
265,5,16,12,22,10,3827
265,6,33,24,10,13,1936
265,7,31,49,20,25,1519
265,8,35,3,29,15,2781
265,9,28,23,40,25,1671
265,10,31,3,65,6,3265
265,11,34,45,22,16,2243
265,12,43,28,42,58,2763
265,13,23,8,20,11,1480
265,14,45,16,30,78,1442
265,15,39,47,6,43,1962
265,16,21,40,8,65,1951
265,17,11,33,27,61,1271
265,18,14,13,19,53,1668
265,19,6,2,70,10,3655
265,20,47,45,60,31,2624
266,1,27,5,57,54,1743
266,2,24,7,59,36,2344
266,3,38,21,29,25,2773
266,4,39,47,72,12,1617
266,5,42,15,45,55,2461
266,6,43,34,34,62,1458
266,7,22,3,37,30,1428
266,8,1,18,13,52,1758
266,9,27,27,4,50,2409
266,10,12,26,29,63,3698
266,11,40,32,3,62,3356
266,12,36,6,47,68,3364
266,13,33,40,77,5,1042
266,14,5,43,2,77,1035
266,15,25,37,31,61,2427
266,16,27,2,31,9,2688
266,17,16,43,11,62,2311
266,18,41,8,38,77,2115
266,19,31,21,15,70,1939
266,20,4,7,25,56,2512
267,1,43,23,54,49,1377
267,2,34,45,38,63,2707
267,3,15,17,65,10,1219
267,4,6,12,0,68,1666
267,5,13,44,28,39,2591
267,6,44,25,66,20,2818
267,7,1,27,77,79,3231
267,8,37,15,55,3,2836
267,9,5,15,7,44,2085
267,10,36,36,72,66,1542
267,11,22,42,15,76,1385
267,12,49,17,6,24,1197
267,13,16,13,72,33,2256
267,14,28,3,16,36,2117
267,15,21,16,47,29,1300
267,16,6,2,56,74,1251
267,17,6,40,32,14,1262
267,18,39,17,72,60,1103
267,19,20,2,31,29,3812
267,20,30,50,72,0,3347
268,1,17,3,5,24,3652
268,2,23,8,37,9,1319
268,3,32,19,32,55,1278
268,4,40,45,21,17,3430
268,5,34,22,35,2,1169
268,6,33,40,75,59,1738
268,7,20,8,24,53,2414
268,8,50,29,13,33,1273
268,9,28,3,12,36,1491
268,10,45,41,63,76,2763
268,11,10,17,22,59,3312
268,12,45,48,54,39,2686
268,13,47,22,19,57,3152
268,14,17,31,26,50,1684
268,15,45,42,78,63,3407
268,16,39,11,66,47,1320
268,17,25,25,72,45,3024
268,18,46,9,21,13,1065
268,19,20,50,56,42,2658
268,20,24,30,33,53,1160
269,1,46,14,70,27,2837
269,2,10,17,75,4,3619
269,3,46,20,0,37,1684
269,4,10,16,5,56,1274
269,5,14,18,40,68,2509
269,6,7,39,37,61,1307
269,7,49,22,48,26,2874
269,8,47,3,64,66,3333
269,9,14,33,3,2,1189
269,10,15,41,64,9,1923
269,11,3,15,21,66,2035
269,12,35,6,12,60,1897
269,13,46,24,35,44,2832
269,14,43,5,34,38,2080
269,15,35,25,42,15,1102
269,16,37,27,79,45,2375
269,17,44,7,56,54,1083
269,18,40,50,78,62,3002
269,19,28,50,32,27,1362
269,20,41,4,70,35,1150
270,1,7,20,59,14,1911
270,2,27,16,62,48,3673
270,3,1,27,18,10,3351
270,4,14,21,51,24,3507
270,5,24,23,11,19,1629
270,6,7,1,6,18,2401
270,7,16,41,68,3,1956
270,8,47,15,46,43,1923
270,9,50,17,68,32,1399
270,10,10,12,0,27,1314
270,11,47,37,66,53,3056
270,12,2,36,47,70,2804
270,13,10,38,67,25,1432
270,14,17,23,2,57,2186
270,15,17,15,56,54,2593
270,16,10,18,75,78,2629
270,17,40,25,17,31,2003
270,18,30,21,52,16,2066
270,19,24,37,63,29,3335
270,20,12,5,28,58,2368
271,1,10,45,48,7,1070
271,2,47,14,62,75,1452
271,3,5,8,66,71,1245
271,4,47,44,64,41,2224
271,5,22,11,70,36,1139
271,6,7,9,58,28,2612
271,7,41,35,51,34,1696
271,8,43,32,67,17,1691
271,9,40,31,79,52,2602
271,10,7,6,57,46,3271
271,11,2,12,18,15,1645
271,12,44,2,29,54,1388
271,13,40,34,35,29,1145
271,14,34,5,13,19,1138
271,15,16,42,69,70,2744
271,16,21,45,43,35,1194
271,17,16,13,36,5,3756
271,18,13,41,64,66,3663
271,19,19,17,55,79,1992
271,20,1,13,44,47,1851
272,1,42,41,0,27,1934
272,2,33,46,54,15,3760
272,3,10,49,4,9,1235
272,4,13,11,8,39,2515
272,5,36,35,10,70,3071
272,6,7,6,42,24,2201
272,7,25,46,54,43,3471
272,8,49,48,31,49,1174
272,9,14,23,61,59,3302
272,10,42,18,53,9,3127
272,11,5,33,51,60,2713
272,12,36,34,36,6,1691
272,13,42,36,26,57,3499
272,14,12,10,56,40,1515
272,15,32,7,77,56,3276
272,16,40,6,39,39,1316
272,17,17,37,25,40,1471
272,18,14,33,22,48,1037
272,19,28,13,49,36,3167
272,20,18,13,0,80,2869
273,1,46,31,36,53,3099
273,2,11,8,67,14,3739
273,3,50,4,30,34,2676
273,4,49,7,44,7,2435
273,5,22,27,32,69,2132
273,6,38,34,66,46,1865
273,7,44,12,59,38,3489
273,8,21,40,33,47,1131
273,9,37,21,80,9,2830
273,10,35,8,49,62,2040
273,11,2,8,49,38,1174
273,12,9,35,34,63,1908
273,13,48,33,36,50,3663
273,14,38,34,77,65,3185
273,15,14,33,73,51,3006
273,16,15,14,29,31,1312
273,17,50,18,14,58,3426
273,18,6,25,61,46,2761
273,19,3,5,13,22,3089
273,20,40,7,42,11,1509
274,1,43,6,22,67,2253
274,2,10,25,19,67,2667
274,3,37,13,34,71,3663
274,4,35,1,39,77,3053
274,5,8,8,18,55,2941
274,6,43,18,7,57,2955
274,7,31,35,54,64,3253
274,8,16,14,66,48,3702
274,9,19,15,11,79,2134
274,10,7,2,66,1,1653
274,11,17,5,57,48,2930
274,12,24,47,3,38,2166
274,13,18,39,7,18,1565
274,14,33,13,57,71,3318
274,15,33,16,1,64,3024
274,16,38,5,42,75,2646
274,17,29,44,53,5,1762
274,18,5,10,0,72,3810
274,19,36,17,2,28,1441
274,20,18,18,18,45,1600
275,1,8,38,67,16,3628
275,2,14,21,5,6,2633
275,3,48,47,16,17,1030
275,4,41,47,18,7,1399
275,5,10,14,17,47,3078
275,6,35,9,9,10,1141
275,7,2,11,63,28,3627
275,8,29,24,31,58,3167
275,9,50,7,32,70,1905
275,10,39,10,11,51,1721
275,11,9,34,10,35,1175
275,12,14,38,10,8,1636
275,13,43,14,65,78,2002
275,14,7,14,18,56,3364
275,15,27,31,53,28,3372
275,16,29,7,1,43,1673
275,17,46,33,25,53,1351
275,18,26,29,42,67,2832
275,19,20,49,37,11,1947
275,20,4,10,74,48,2806
276,1,34,12,45,64,3564
276,2,26,26,54,29,2172
276,3,46,46,10,61,2996
276,4,33,41,21,43,2234
276,5,17,21,36,23,2937
276,6,25,39,1,17,1372
276,7,12,18,72,58,2132
276,8,43,16,75,43,2181
276,9,9,41,49,5,1540
276,10,44,5,56,0,3332
276,11,31,24,72,69,1976
276,12,49,24,2,67,2415
276,13,18,49,60,3,2867
276,14,11,48,14,64,1017
276,15,19,22,14,65,3522
276,16,21,33,75,6,2267
276,17,36,46,48,58,2431
276,18,11,16,56,45,3048
276,19,9,11,31,42,2125
276,20,47,42,24,28,1842
277,1,4,38,66,9,2449
277,2,27,5,45,10,2415
277,3,36,50,79,70,1726
277,4,42,48,46,59,1786
277,5,2,37,24,7,1497
277,6,19,3,80,80,2882
277,7,7,15,14,57,2234
277,8,48,30,48,77,2884
277,9,31,14,79,50,3471
277,10,7,12,72,3,3559
277,11,20,34,23,70,3489
277,12,8,38,12,57,1218
277,13,37,29,31,46,2367
277,14,2,16,54,48,1324
277,15,16,21,2,44,1175
277,16,15,25,2,80,3831
277,17,7,38,8,63,2930
277,18,2,32,63,29,2298
277,19,4,23,59,22,1931
277,20,43,7,37,15,2149
278,1,23,32,24,14,3319
278,2,2,6,67,2,2040
278,3,38,43,5,60,2979
278,4,27,3,11,78,2093
278,5,46,15,38,46,1714
278,6,39,10,57,43,2335
278,7,20,48,8,9,3739
278,8,23,40,69,42,2212
278,9,9,10,70,39,3480
278,10,29,22,58,75,3041
278,11,4,3,20,15,3700
278,12,38,5,59,47,1261
278,13,5,46,10,9,1399
278,14,41,24,77,58,1595
278,15,41,48,36,66,3499
278,16,21,2,77,64,3047
278,17,14,45,36,0,1100
278,18,37,45,47,64,3508
278,19,22,24,58,9,1223
278,20,4,22,35,39,3341
279,1,9,49,37,46,1762
279,2,21,26,31,38,2680
279,3,12,34,35,70,2107
279,4,5,46,41,14,2586
279,5,5,31,45,20,3027
279,6,18,36,22,0,1268
279,7,5,50,8,27,1634
279,8,37,5,9,14,2554
279,9,35,44,12,57,2223
279,10,34,21,22,61,2263
279,11,9,5,21,20,2048
279,12,47,35,7,1,1124
279,13,40,46,40,61,3306
279,14,36,16,49,1,1612
279,15,42,15,74,54,1487
279,16,24,5,70,9,2860
279,17,49,40,33,64,3458
279,18,47,12,50,72,2196
279,19,49,44,79,12,1352
279,20,37,30,2,56,3597
280,1,14,26,20,8,1660
280,2,15,11,77,20,3540
280,3,11,12,70,70,1557
280,4,17,39,1,62,3588
280,5,45,20,46,6,2290
280,6,50,28,34,11,2044
280,7,46,14,67,19,1080
280,8,28,10,63,60,2303
280,9,8,8,8,68,1714
280,10,1,13,76,35,1095
280,11,38,15,26,4,2740
280,12,6,5,79,68,2232
280,13,36,6,55,69,3066
280,14,15,4,47,48,3366
280,15,10,1,29,26,1276
280,16,33,15,58,66,1400
280,17,38,50,78,30,1259
280,18,25,7,50,18,2852
280,19,27,13,30,44,3088
280,20,33,29,74,74,1323
281,1,23,33,74,42,3190
281,2,25,15,55,39,2734
281,3,3,23,23,71,3481
281,4,50,1,67,78,2166
281,5,50,41,71,61,3752
281,6,46,20,65,56,3088
281,7,39,22,74,51,2209
281,8,24,38,45,1,1725
281,9,49,33,41,3,3743
281,10,24,1,43,37,3145
281,11,32,7,53,46,3047
281,12,29,1,57,80,2585
281,13,16,21,59,17,3063
281,14,47,43,41,28,3601
281,15,6,2,44,61,3500
281,16,34,37,73,51,2706
281,17,47,39,35,24,2665
281,18,35,26,48,73,2529
281,19,48,30,12,62,1938
281,20,31,28,13,77,3215
282,1,31,26,48,6,1285
282,2,14,22,49,20,1484
282,3,22,49,62,68,3400
282,4,45,32,1,26,2011
282,5,48,21,10,0,1021
282,6,45,50,11,76,2564
282,7,35,17,28,64,3632
282,8,13,5,66,71,3173
282,9,20,26,9,17,1781
282,10,10,2,2,50,1046
282,11,17,4,7,58,1412
282,12,10,7,5,54,2213
282,13,26,11,38,33,3062
282,14,33,5,20,74,2240
282,15,5,32,74,50,3074
282,16,4,11,61,17,2991
282,17,40,32,40,11,2256
282,18,11,35,23,12,3175
282,19,22,29,29,35,2931
282,20,29,13,24,29,3068
283,1,35,20,35,78,2204
283,2,20,41,5,47,1114
283,3,8,30,29,43,2946
283,4,1,42,71,71,1886
283,5,10,13,74,40,3392
283,6,27,29,6,17,1853
283,7,2,35,62,39,1510
283,8,48,45,18,25,2508
283,9,36,5,9,36,1613
283,10,19,19,26,12,1421
283,11,13,4,28,25,3426
283,12,14,43,37,22,3236
283,13,40,9,10,23,3265
283,14,35,39,2,68,1126
283,15,44,18,11,19,3790
283,16,50,10,79,77,3111
283,17,3,45,64,5,3089
283,18,46,5,76,46,3313
283,19,28,5,16,70,3563
283,20,35,35,21,63,1151
284,1,18,41,67,39,2876
284,2,22,20,78,56,3114
284,3,28,3,53,44,1190
284,4,21,29,4,54,1486
284,5,50,16,59,63,1279
284,6,13,46,30,68,1223
284,7,1,33,68,22,1839
284,8,43,5,31,80,1139
284,9,8,8,78,40,1266
284,10,44,44,41,52,2803
284,11,26,49,60,39,2932
284,12,28,38,61,1,3533
284,13,6,31,47,11,1688
284,14,43,5,29,49,3077
284,15,24,20,31,31,3371
284,16,11,2,67,29,2635
284,17,30,32,41,75,3617
284,18,5,33,41,34,3131
284,19,50,5,27,7,3491
284,20,30,43,64,28,1533
285,1,24,24,32,62,3245
285,2,7,38,75,79,3088
285,3,24,20,44,45,1232
285,4,12,48,29,43,1941
285,5,42,44,56,67,2322
285,6,46,21,71,54,2554
285,7,34,18,53,3,1289
285,8,3,28,41,47,3395
285,9,1,4,75,32,3689
285,10,35,16,13,24,1306
285,11,42,28,55,41,2614
285,12,45,45,2,76,1550
285,13,30,27,62,0,2547
285,14,12,5,48,79,2089
285,15,20,40,38,12,1573
285,16,43,3,2,75,2388
285,17,22,44,2,14,1766
285,18,2,16,54,72,3063
285,19,5,25,1,1,1901
285,20,26,45,42,56,1261
286,1,43,49,10,7,1389
286,2,43,36,69,13,1012
286,3,10,50,56,68,1776
286,4,8,40,23,13,3227
286,5,40,44,1,32,2200
286,6,49,34,69,46,2659
286,7,43,20,33,50,2534
286,8,6,41,61,21,2154
286,9,15,24,34,41,3458
286,10,24,24,17,19,1478
286,11,31,47,1,27,2430
286,12,43,46,42,53,3247
286,13,41,13,68,68,2657
286,14,32,23,41,53,1913
286,15,10,26,63,20,2431
286,16,47,11,14,70,3314
286,17,4,30,73,68,1162
286,18,3,29,70,47,3380
286,19,16,10,44,49,2686
286,20,50,32,62,17,1416
287,1,42,27,57,68,1857
287,2,7,42,7,21,3606
287,3,44,26,61,68,1134
287,4,8,50,12,58,2325
287,5,33,13,43,75,3788
287,6,2,8,27,49,2775
287,7,12,13,12,69,2411
287,8,44,5,47,0,1162
287,9,11,45,45,70,2789
287,10,8,43,69,8,3645
287,11,33,19,26,61,1422
287,12,21,15,45,31,1103
287,13,49,2,65,0,2971
287,14,17,48,14,60,2301
287,15,7,2,19,43,1260
287,16,7,27,65,25,3646
287,17,31,30,44,72,3090
287,18,24,5,23,50,3636
287,19,50,1,63,79,3409
287,20,24,22,7,28,3137
288,1,7,4,2,20,1066
288,2,44,5,76,19,2276
288,3,46,49,41,39,3527
288,4,37,47,69,23,1743
288,5,34,27,19,27,1867
288,6,3,45,37,10,2857
288,7,44,5,64,6,2914
288,8,34,49,19,42,3147
288,9,44,43,70,28,2261
288,10,24,39,18,31,1244
288,11,20,30,12,22,1123
288,12,18,5,47,29,2080
288,13,28,10,8,21,2742
288,14,2,3,34,9,3033
288,15,10,29,65,36,3724
288,16,34,48,37,76,1520
288,17,37,32,55,32,2456
288,18,22,27,60,57,3156
288,19,40,30,39,23,1582
288,20,49,36,32,13,3231
289,1,17,1,68,71,2442
289,2,36,36,39,55,2674
289,3,29,15,44,80,2817
289,4,2,22,11,77,1735
289,5,31,35,59,46,3784
289,6,16,15,11,68,2462
289,7,39,9,73,8,1315
289,8,8,41,4,8,3447
289,9,29,5,26,52,2188
289,10,20,29,67,56,3673
289,11,28,3,35,32,2766
289,12,2,28,46,52,2208
289,13,17,31,78,42,1616
289,14,32,20,64,55,2477
289,15,22,16,80,76,3675
289,16,5,9,4,73,1923
289,17,28,6,3,8,1986
289,18,45,29,34,35,1882
289,19,32,17,28,0,1053
289,20,44,32,48,56,1263
290,1,13,34,12,29,3036
290,2,15,38,60,43,2604
290,3,5,35,20,61,1640
290,4,9,23,40,46,1822
290,5,6,2,55,0,3761
290,6,29,19,22,28,2658
290,7,3,43,3,19,2549
290,8,1,37,61,69,3289
290,9,15,9,40,70,2234
290,10,7,5,35,32,3603
290,11,8,50,28,11,3166
290,12,6,33,62,66,3787
290,13,2,38,40,1,2964
290,14,30,18,24,55,2791
290,15,38,8,72,39,1342
290,16,44,35,37,50,3369
290,17,21,35,28,5,1383
290,18,25,34,63,41,3196
290,19,37,37,9,1,2832
290,20,16,29,14,42,3614
291,1,19,42,51,43,1354
291,2,33,6,56,6,3557
291,3,40,45,23,69,1621
291,4,38,10,39,23,2925
291,5,18,14,56,10,1580
291,6,23,46,55,25,1327
291,7,33,15,22,8,2381
291,8,21,21,6,12,3214
291,9,16,36,75,21,3473
291,10,49,6,37,42,1936
291,11,48,16,60,62,2054
291,12,47,24,54,35,3101
291,13,50,17,63,47,1208
291,14,41,7,63,2,2080
291,15,10,40,75,64,1575
291,16,35,23,10,56,2977
291,17,44,9,59,34,2910
291,18,46,49,24,55,1079
291,19,42,48,3,27,3059
291,20,24,44,23,77,1165
292,1,19,10,2,30,1848
292,2,22,5,65,28,1759
292,3,12,1,70,18,1524
292,4,32,42,32,6,1550
292,5,12,22,58,40,1262
292,6,2,1,55,52,1712
292,7,31,13,49,22,3489
292,8,38,50,70,49,1469
292,9,3,5,47,77,2204
292,10,45,47,1,41,2181
292,11,12,39,46,43,1989
292,12,40,40,17,77,1555
292,13,33,23,78,7,1390
292,14,28,48,69,69,3081
292,15,42,12,59,14,3463
292,16,14,11,17,67,2312
292,17,9,27,80,64,2757
292,18,9,1,60,54,1437
292,19,3,32,30,70,2227
292,20,3,5,44,47,2138
293,1,12,25,57,32,1400
293,2,13,35,58,64,3316
293,3,42,16,49,76,1841
293,4,8,21,49,39,2918
293,5,37,5,5,39,1249
293,6,2,11,75,0,1327
293,7,22,19,74,1,1892
293,8,29,19,46,28,3627
293,9,18,45,37,65,3616
293,10,6,31,23,60,1229
293,11,19,41,1,44,2464
293,12,26,27,1,4,1305
293,13,15,47,80,42,1174
293,14,13,27,72,21,2463
293,15,7,13,4,80,1142
293,16,39,48,13,54,3796
293,17,22,5,47,44,2379
293,18,5,50,21,62,3205
293,19,10,25,3,30,2397
293,20,50,9,0,11,1094
294,1,49,32,39,22,1767
294,2,48,11,50,45,2014
294,3,23,7,23,31,1104
294,4,32,28,57,16,1676
294,5,3,17,30,15,1137
294,6,5,29,71,16,1571
294,7,35,35,69,4,3082
294,8,26,6,53,1,1850
294,9,35,14,2,66,1678
294,10,8,31,73,55,1862
294,11,4,15,28,26,2327
294,12,19,44,32,55,2055
294,13,7,13,44,76,2158
294,14,15,9,19,45,2787
294,15,30,7,64,59,1276
294,16,29,9,66,45,3809
294,17,38,14,70,69,3632
294,18,7,17,12,4,3283
294,19,39,36,41,13,3101
294,20,1,9,51,14,1984
295,1,3,1,70,26,2627
295,2,7,17,20,57,2298
295,3,41,42,72,73,3775
295,4,12,36,1,38,1123
295,5,27,37,66,22,3559
295,6,13,43,57,61,1911
295,7,18,47,27,42,3413
295,8,46,17,80,70,1922
295,9,6,38,34,36,3617
295,10,44,13,14,32,2419
295,11,35,36,50,78,3612
295,12,36,31,39,19,3486
295,13,31,44,34,35,1713
295,14,8,5,78,20,3125
295,15,43,8,68,17,2377
295,16,11,50,68,10,3634
295,17,10,9,73,37,3745
295,18,31,41,0,45,3379
295,19,25,18,29,72,2816
295,20,43,9,46,67,3189
296,1,10,34,10,19,3185
296,2,10,14,64,20,3112
296,3,4,38,26,20,3398
296,4,1,25,19,43,1552
296,5,20,19,56,27,2607
296,6,46,47,28,75,2391
296,7,30,21,23,29,1087
296,8,37,3,67,53,3267
296,9,28,48,53,74,1486
296,10,41,10,27,11,1467
296,11,38,6,21,60,3424
296,12,4,26,60,55,1842
296,13,46,8,54,28,3532
296,14,29,38,38,42,2740
296,15,19,10,23,15,2227
296,16,19,5,68,54,1254
296,17,22,47,63,66,2820
296,18,39,14,53,61,3672
296,19,32,37,19,49,2654
