GameID,SeasonID,GameDate,HomeTeamID,AwayTeamID,VenueID,HomeTeamScore,AwayTeamScore,Overtime,Shootout
2005557,6,12/14/2005,9,4,1009,5,3,0,0
2005558,6,1/10/2006,7,26,1007,4,3,0,0
2005559,6,10/26/2005,11,21,1011,0,4,0,0
2005560,6,11/13/2005,15,4,1015,0,4,0,0
2005561,6,5/2/2006,4,3,1004,6,5,1,0
2005562,6,11/10/2005,19,17,1019,3,2,0,0
2005563,6,12/30/2005,21,19,1021,1,4,0,0
2005564,6,10/3/2005,32,27,1032,3,4,0,0
2005565,6,2/7/2006,17,31,1017,3,5,0,0
2005566,6,4/26/2006,11,12,1011,5,4,0,0
2005567,6,4/23/2006,21,25,1021,3,4,1,1
2005568,6,4/16/2006,24,29,1024,3,5,0,0
2005569,6,4/11/2006,28,32,1028,5,6,1,0
2005570,6,10/29/2005,10,7,1010,0,5,0,0
2005571,6,3/6/2006,15,9,1015,0,2,0,0
2005572,6,5/31/2006,20,23,1020,3,5,0,0
2005573,6,4/6/2006,6,14,1006,5,4,0,0
2005574,6,1/29/2006,13,32,1013,5,0,0,0
2005575,6,6/9/2006,25,23,1025,1,5,0,0
2005576,6,11/30/2005,26,29,1026,1,2,1,0
2005577,6,6/11/2006,11,6,1011,5,3,0,0
2005578,6,6/1/2006,23,30,1023,2,4,0,0
2005579,6,1/16/2006,16,29,1016,1,5,0,0
2005580,6,1/23/2006,32,1,1032,3,1,0,0
2005581,6,3/31/2006,17,27,1017,5,4,0,0
2005582,6,2/20/2006,22,29,1022,4,2,0,0
2005583,6,10/4/2005,25,14,1025,1,3,0,0
2005584,6,4/12/2006,16,21,1016,2,3,0,0
2005585,6,11/16/2005,32,15,1032,2,0,0,0
2005586,6,5/13/2006,23,12,1023,4,0,0,0
2005587,6,11/27/2005,7,22,1007,3,1,0,0
2005588,6,11/1/2005,9,31,1009,1,2,0,0
2005589,6,10/30/2005,17,1,1017,3,2,0,0
2005590,6,3/21/2006,30,3,1030,4,5,0,0
2005591,6,1/21/2006,32,28,1032,3,0,0,0
2005592,6,4/22/2006,14,26,1014,1,0,1,1
2005593,6,10/14/2005,23,26,1023,5,1,0,0
2005594,6,1/24/2006,31,10,1031,4,3,0,0
2005595,6,2/21/2006,32,13,1032,1,3,0,0
2005596,6,12/5/2005,27,31,1027,3,1,0,0
2005597,6,10/9/2005,3,21,1003,5,3,0,0
2005598,6,1/15/2006,29,18,1029,2,4,0,0
2005599,6,11/21/2005,31,28,1031,1,2,0,0
2005600,6,12/29/2005,15,11,1015,2,4,0,0
2005601,6,3/20/2006,21,30,1021,0,4,0,0
2005602,6,5/20/2006,6,23,1006,3,0,0,0
2005603,6,10/25/2005,10,30,1010,4,5,0,0
2005604,6,4/8/2006,3,26,1003,2,0,0,0
2005605,6,11/6/2005,31,14,1031,5,3,0,0
2005606,6,3/5/2006,17,28,1017,5,2,0,0
2005607,6,3/24/2006,12,10,1012,3,4,0,0
2005608,6,5/8/2006,5,6,1005,2,3,0,0
2005609,6,5/27/2006,3,24,1003,0,5,0,0
2005610,6,1/27/2006,13,31,1013,4,5,0,0
2005611,6,12/21/2005,5,26,1005,4,5,0,0
2005612,6,4/20/2006,30,32,1030,5,3,0,0
2005613,6,11/5/2005,27,30,1027,3,4,0,0
2005614,6,3/8/2006,11,23,1011,2,4,0,0
2005615,6,1/11/2006,16,19,1016,1,2,0,0
2005616,6,12/11/2005,29,24,1029,4,2,0,0
2005617,6,2/10/2006,21,17,1021,0,1,0,0
2005618,6,1/4/2006,23,24,1023,3,0,0,0
2005619,6,3/17/2006,1,16,1001,1,0,0,0
2005620,6,4/29/2006,28,20,1028,2,4,0,0
2005621,6,4/18/2006,9,22,1009,3,2,0,0
2005622,6,5/3/2006,17,30,1017,2,1,1,0
2005623,6,6/5/2006,6,30,1006,1,2,0,0
2005624,6,12/28/2005,22,26,1022,1,5,0,0
2005625,6,3/28/2006,32,25,1032,2,1,0,0
2005626,6,1/8/2006,25,22,1025,1,0,0,0
2005627,6,1/1/2006,26,15,1026,5,4,1,1
2005628,6,2/28/2006,21,20,1021,5,4,1,0
2005629,6,4/24/2006,18,23,1018,2,3,0,0
2005630,6,3/23/2006,13,30,1013,3,2,1,1
2005631,6,4/13/2006,3,7,1003,5,3,0,0
2005632,6,5/19/2006,12,6,1012,4,2,0,0
2005633,6,12/10/2005,13,19,1013,5,2,0,0
2005634,6,10/2/2005,11,20,1011,3,2,0,0
2005635,6,3/4/2006,4,7,1004,3,2,1,1
2005636,6,10/11/2005,12,14,1012,3,0,0,0
2005637,6,12/17/2005,6,24,1006,2,1,0,0
2005638,6,6/4/2006,6,27,1006,3,4,0,0
2005639,6,10/12/2005,24,11,1024,2,0,0,0
2005640,6,10/17/2005,20,14,1020,3,2,0,0
2005641,6,1/17/2006,21,32,1021,2,0,0,0
2005642,6,4/25/2006,1,3,1001,1,2,0,0
2005643,6,2/8/2006,30,17,1030,4,5,0,0
2005644,6,5/5/2006,16,2,1016,5,2,0,0
2005645,6,2/4/2006,11,26,1011,3,5,0,0
2005646,6,4/27/2006,22,16,1022,3,4,0,0
2005647,6,6/10/2006,23,19,1023,4,1,0,0
2005648,6,12/26/2005,10,24,1010,3,4,1,1
2005649,6,5/17/2006,16,15,1016,1,0,0,0
2005650,6,11/18/2005,7,28,1007,5,2,0,0
2005651,6,12/31/2005,29,4,1029,0,4,0,0
2005652,6,11/28/2005,28,25,1028,1,0,0,0
2005653,6,3/11/2006,5,17,1005,1,2,0,0
2005654,6,12/1/2005,8,31,1008,4,1,0,0
2005655,6,10/28/2005,12,31,1012,0,3,0,0
2005656,6,6/14/2006,21,26,1021,5,0,0,0
2005657,6,4/7/2006,2,29,1002,1,5,0,0
2005658,6,12/9/2005,18,21,1018,2,4,0,0
2005659,6,12/7/2005,28,29,1028,4,5,0,0
2005660,6,11/19/2005,1,12,1001,0,5,0,0
2005661,6,2/16/2006,14,8,1014,1,2,0,0
2005662,6,1/5/2006,13,12,1013,5,3,0,0
2005663,6,2/6/2006,12,22,1012,1,3,0,0
2005664,6,2/1/2006,28,26,1028,1,0,1,1
2005665,6,10/16/2005,26,27,1026,2,0,0,0
2005666,6,2/17/2006,20,8,1020,2,1,0,0
2005667,6,12/15/2005,13,8,1013,5,4,0,0
2005668,6,6/8/2006,8,26,1008,1,4,0,0
2005669,6,5/25/2006,12,8,1012,1,3,0,0
2005670,6,10/10/2005,4,28,1004,1,2,0,0
2005671,6,5/4/2006,25,26,1025,1,5,0,0
2005672,6,3/29/2006,10,12,1010,0,5,0,0
2005673,6,10/1/2005,12,28,1012,5,0,0,0
2005674,6,4/21/2006,23,9,1023,2,0,0,0
2005675,6,11/14/2005,3,5,1003,0,3,0,0
2005676,6,2/24/2006,14,5,1014,0,1,0,0
2005677,6,1/18/2006,25,15,1025,5,0,0,0
2005678,6,11/20/2005,6,18,1006,5,4,0,0
2005679,6,1/13/2006,9,27,1009,6,5,1,0
2005680,6,3/26/2006,32,8,1032,1,5,0,0
2005681,6,3/25/2006,10,18,1010,3,1,0,0
2005682,6,6/2/2006,17,23,1017,1,4,0,0
2005683,6,3/19/2006,19,23,1019,5,0,0,0
2005684,6,11/25/2005,27,8,1027,0,4,0,0
2005685,6,12/4/2005,15,27,1015,0,5,0,0
2005686,6,12/2/2005,8,13,1008,4,3,0,0
2005687,6,11/3/2005,20,15,1020,4,5,0,0
2005688,6,4/30/2006,9,18,1009,0,5,0,0
2005689,6,3/2/2006,7,19,1007,2,0,0,0
2005690,6,3/7/2006,22,12,1022,2,1,0,0
2005691,6,10/22/2005,20,3,1020,3,2,1,1
2005692,6,2/18/2006,16,20,1016,5,3,0,0
2005693,6,3/30/2006,20,12,1020,4,5,1,1
2005694,6,6/6/2006,30,24,1030,1,2,0,0
2005695,6,11/12/2005,3,6,1003,2,3,1,0
2005696,6,1/22/2006,27,22,1027,4,0,0,0
2005697,6,11/11/2005,11,1,1011,0,1,0,0
2005698,6,2/13/2006,5,22,1005,4,2,0,0
2005699,6,6/13/2006,13,10,1013,4,5,1,0
2005700,6,12/24/2005,4,8,1004,3,5,0,0
2005701,6,3/14/2006,24,1,1024,1,2,1,1
2005702,6,10/19/2005,3,4,1003,3,4,1,0
2005703,6,1/28/2006,27,2,1027,1,2,1,0
2005704,6,4/3/2006,8,17,1008,1,0,0,0
2005705,6,3/10/2006,6,9,1006,2,1,0,0
2005706,6,1/7/2006,12,11,1012,3,4,0,0
2005707,6,3/18/2006,15,12,1015,4,3,1,0
2005708,6,4/15/2006,30,23,1030,2,0,0,0
2005709,6,2/27/2006,22,20,1022,0,1,1,0
2005710,6,11/17/2005,21,13,1021,4,1,0,0
2005711,6,10/13/2005,29,20,1029,2,1,0,0
2005712,6,4/19/2006,7,10,1007,2,5,0,0
2005713,6,12/6/2005,25,20,1025,2,5,0,0
2005714,6,2/25/2006,11,2,1011,1,0,0,0
2005715,6,2/19/2006,2,15,1002,1,2,0,0
2005716,6,1/26/2006,19,8,1019,5,4,1,1
2005717,6,4/14/2006,14,31,1014,0,4,0,0
2005718,6,10/7/2005,19,18,1019,3,4,0,0
2005719,6,6/15/2006,14,30,1014,5,1,0,0
2005720,6,1/30/2006,18,9,1018,2,5,0,0
2005721,6,5/22/2006,24,32,1024,0,2,0,0
2005722,6,10/8/2005,21,27,1021,4,3,0,0
2005723,6,6/3/2006,29,32,1029,4,0,0,0
2005724,6,1/6/2006,12,32,1012,3,4,0,0
2005725,6,4/4/2006,6,13,1006,5,0,0,0
2005726,6,12/13/2005,18,28,1018,4,5,0,0
2005727,6,2/5/2006,32,10,1032,5,2,0,0
2005728,6,11/9/2005,15,30,1015,5,6,1,1
2005729,6,10/20/2005,8,18,1008,1,4,0,0
2005730,6,5/23/2006,32,12,1032,5,1,0,0
2005731,6,1/20/2006,1,2,1001,5,0,0,0
2005732,6,3/15/2006,2,16,1002,4,3,0,0
2005733,6,3/27/2006,25,21,1025,0,5,0,0
2005734,6,1/9/2006,6,1,1006,3,1,0,0
2005735,6,1/12/2006,10,28,1010,5,4,0,0
2005736,6,12/19/2005,6,12,1006,2,1,0,0
2005737,6,4/2/2006,31,11,1031,0,5,0,0
2005738,6,3/13/2006,31,2,1031,4,5,0,0
2005739,6,5/29/2006,27,14,1027,2,0,0,0
2005740,6,5/15/2006,31,15,1031,3,5,0,0
2005741,6,10/23/2005,4,17,1004,2,1,1,0
2005742,6,12/16/2005,11,17,1011,4,5,1,1
2005743,6,10/31/2005,16,31,1016,6,5,1,1
2005744,6,1/3/2006,24,4,1024,0,3,0,0
2005745,6,11/15/2005,20,31,1020,0,3,0,0
2005746,6,1/31/2006,15,7,1015,4,0,0,0
2005747,6,4/1/2006,27,12,1027,0,3,0,0
2005748,6,1/14/2006,6,19,1006,5,6,1,0
2005749,6,2/11/2006,9,11,1009,4,3,0,0
2005750,6,4/10/2006,30,28,1030,1,0,0,0
2005751,6,2/3/2006,14,19,1014,0,4,0,0
2005752,6,12/22/2005,19,24,1019,3,5,0,0
2005753,6,5/18/2006,26,28,1026,1,3,0,0
2005754,6,10/21/2005,9,32,1009,5,4,0,0
2005755,6,5/6/2006,7,17,1007,5,2,0,0
2005756,6,6/12/2006,5,27,1005,3,4,1,1
2005757,6,12/3/2005,16,13,1016,2,4,0,0
2005758,6,5/1/2006,7,3,1007,2,1,0,0
2005759,6,11/4/2005,1,18,1001,1,4,0,0
2005760,6,3/9/2006,29,13,1029,4,5,0,0
2005761,6,3/1/2006,26,30,1026,1,2,0,0
2005762,6,6/7/2006,20,26,1020,5,0,0,0
2005763,6,2/23/2006,27,17,1027,4,5,1,1
2005764,6,5/9/2006,8,25,1008,0,3,0,0
2005765,6,2/2/2006,1,30,1001,1,0,0,0
2005766,6,12/27/2005,6,29,1006,3,2,0,0
2005767,6,1/2/2006,10,25,1010,6,5,1,1
2005768,6,4/17/2006,22,1,1022,1,3,0,0
2005769,6,5/21/2006,1,13,1001,1,4,0,0
2005770,6,10/27/2005,12,15,1012,3,2,0,0
2005771,6,12/23/2005,22,17,1022,1,0,1,0
2005772,6,2/22/2006,21,31,1021,0,3,0,0
2005773,6,4/9/2006,14,2,1014,3,0,0,0
2005774,6,2/9/2006,12,27,1012,4,5,0,0
2005775,6,3/12/2006,23,17,1023,2,3,0,0
2005776,6,3/22/2006,32,24,1032,1,0,0,0
2005777,6,10/5/2005,9,8,1009,4,3,1,1
2005778,6,2/12/2006,16,18,1016,3,0,0,0
2005779,6,5/12/2006,15,26,1015,3,1,0,0
2005780,6,5/26/2006,17,10,1017,5,1,0,0
2005781,6,12/20/2005,11,29,1011,0,1,1,1
2005782,6,2/14/2006,9,1,1009,2,5,0,0
2005783,6,5/16/2006,12,24,1012,5,4,0,0
2005784,6,11/24/2005,32,4,1032,3,4,0,0
2005785,6,1/19/2006,4,12,1004,3,5,0,0
2005786,6,5/10/2006,26,21,1026,4,3,0,0
2005787,6,11/26/2005,21,28,1021,4,1,0,0
2005788,6,5/28/2006,4,1,1004,5,1,0,0
2005789,6,3/3/2006,11,4,1011,2,3,0,0
2005790,6,12/25/2005,12,23,1012,3,2,0,0
2005791,6,12/18/2005,14,20,1014,1,4,0,0
2005792,6,11/22/2005,20,2,1020,2,4,0,0
2005793,6,10/24/2005,3,19,1003,0,3,0,0
2005794,6,12/8/2005,9,24,1009,4,2,0,0
2005795,6,11/23/2005,27,9,1027,4,5,1,0
2005796,6,5/11/2006,9,20,1009,3,2,0,0
2005797,6,5/24/2006,16,23,1016,5,2,0,0
2005798,6,4/28/2006,6,31,1006,0,4,0,0
2005799,6,12/12/2005,2,13,1002,3,0,0,0
2005800,6,5/7/2006,30,14,1030,2,3,0,0
2005801,6,4/5/2006,26,3,1026,5,1,0,0
2005802,6,10/15/2005,5,19,1005,3,2,1,0
2005803,6,11/8/2005,5,32,1005,4,0,0,0
2005804,6,5/30/2006,25,11,1025,1,5,0,0
2005805,6,11/29/2005,25,3,1025,1,4,0,0
2005806,6,10/18/2005,32,3,1032,2,3,0,0
2005807,6,2/15/2006,2,9,1002,3,1,0,0
2005808,6,11/2/2005,11,8,1011,1,2,0,0
2005809,6,1/25/2006,20,5,1020,1,0,0,0
2005810,6,5/14/2006,28,7,1028,2,0,0,0
2005811,6,2/26/2006,14,27,1014,4,2,0,0
2005812,6,3/16/2006,24,27,1024,4,0,0,0
2005813,6,10/6/2005,27,16,1027,1,5,0,0
2005814,6,11/7/2005,20,27,1020,4,5,1,1
2005815,6,12/14/2005,4,20,1004,1,4,0,0
2005816,6,1/10/2006,5,11,1005,0,2,0,0
2005817,6,10/26/2005,26,32,1026,4,1,0,0
2005818,6,11/13/2005,12,3,1012,2,0,0,0
2005819,6,5/2/2006,11,15,1011,5,2,0,0
2005820,6,11/10/2005,24,13,1024,5,3,0,0
2005821,6,12/30/2005,19,25,1019,1,0,0,0
2005822,6,10/3/2005,10,13,1010,1,0,0,0
2005823,6,2/7/2006,14,18,1014,4,5,0,0
2005824,6,4/26/2006,6,10,1006,3,4,0,0
2005825,6,4/23/2006,14,9,1014,1,2,1,0
2005826,6,4/16/2006,9,14,1009,0,2,0,0
2005827,6,4/11/2006,22,15,1022,1,3,0,0
2005828,6,10/29/2005,5,20,1005,0,4,0,0
2005829,6,3/6/2006,19,9,1019,5,0,0,0
2005830,6,5/31/2006,11,24,1011,0,2,0,0
2005831,6,4/6/2006,14,3,1014,2,3,1,0
2005832,6,1/29/2006,16,14,1016,4,1,0,0
2005833,6,6/9/2006,7,5,1007,3,0,0,0
2005834,6,11/30/2005,24,6,1024,3,0,0,0
2005835,6,6/11/2006,21,14,1021,2,1,0,0
2005836,6,6/1/2006,1,25,1001,1,2,0,0
2005837,6,1/16/2006,24,20,1024,1,4,0,0
2005838,6,1/23/2006,10,9,1010,3,0,0,0
2005839,6,3/31/2006,25,31,1025,2,3,0,0
2005840,6,2/20/2006,15,31,1015,0,2,0,0
2005841,6,10/4/2005,17,3,1017,2,5,0,0
2005842,6,4/12/2006,17,12,1017,2,4,0,0
2005843,6,11/16/2005,7,16,1007,4,2,0,0
2005844,6,5/13/2006,28,12,1028,4,1,0,0
2005845,6,11/27/2005,25,17,1025,0,2,0,0
2005846,6,11/1/2005,9,19,1009,3,4,1,0
2005847,6,10/30/2005,6,25,1006,5,1,0,0
2005848,6,3/21/2006,20,9,1020,3,1,0,0
2005849,6,1/21/2006,31,18,1031,3,5,0,0
2005850,6,4/22/2006,31,1,1031,3,4,1,0
2005851,6,10/14/2005,4,25,1004,4,5,0,0
2005852,6,1/24/2006,14,7,1014,3,5,0,0
2005853,6,2/21/2006,22,7,1022,4,2,0,0
2005854,6,12/5/2005,19,12,1019,2,1,0,0
2005855,6,10/9/2005,2,12,1002,2,4,0,0
2005856,6,1/15/2006,5,30,1005,5,6,1,0
2005857,6,11/21/2005,16,5,1016,2,1,1,1
2005858,6,12/29/2005,4,22,1004,1,3,0,0
2005859,6,3/20/2006,11,25,1011,1,0,0,0
2005860,6,5/20/2006,30,12,1030,1,4,0,0
2005861,6,10/25/2005,8,3,1008,5,3,0,0
2005862,6,4/8/2006,6,7,1006,1,0,0,0
2005863,6,11/6/2005,6,8,1006,4,5,0,0
2005864,6,3/5/2006,3,2,1003,2,4,0,0
2005865,6,3/24/2006,29,16,1029,0,3,0,0
2005866,6,5/8/2006,25,4,1025,1,0,1,0
2005867,6,5/27/2006,2,25,1002,2,1,0,0
2005868,6,1/27/2006,22,11,1022,2,5,0,0
2005869,6,12/21/2005,22,24,1022,4,2,0,0
2005870,6,4/20/2006,28,23,1028,2,5,0,0
2005871,6,11/5/2005,16,27,1016,5,3,0,0
2005872,6,3/8/2006,11,5,1011,5,0,0,0
2005873,6,1/11/2006,12,25,1012,3,2,0,0
2005874,6,12/11/2005,7,29,1007,2,3,0,0
2005875,6,2/10/2006,27,15,1027,4,3,1,0
2005876,6,1/4/2006,18,10,1018,1,0,0,0
2005877,6,3/17/2006,17,21,1017,5,2,0,0
2005878,6,4/29/2006,19,30,1019,5,0,0,0
2005879,6,4/18/2006,30,20,1030,1,3,0,0
2005880,6,5/3/2006,32,5,1032,0,1,0,0
2005881,6,6/5/2006,25,1,1025,3,5,0,0
2005882,6,12/28/2005,2,24,1002,1,3,0,0
2005883,6,3/28/2006,13,24,1013,0,5,0,0
2005884,6,1/8/2006,21,5,1021,0,3,0,0
2005885,6,1/1/2006,8,2,1008,2,1,0,0
2005886,6,2/28/2006,11,3,1011,5,1,0,0
2005887,6,4/24/2006,2,28,1002,4,0,0,0
2005888,6,3/23/2006,18,13,1018,1,0,1,1
2005889,6,4/13/2006,24,15,1024,1,4,0,0
2005890,6,5/19/2006,18,14,1018,3,5,0,0
2005891,6,12/10/2005,26,20,1026,1,5,0,0
2005892,6,10/2/2005,14,16,1014,0,2,0,0
2005893,6,3/4/2006,23,25,1023,5,2,0,0
2005894,6,10/11/2005,6,22,1006,0,4,0,0
2005895,6,12/17/2005,4,5,1004,0,1,0,0
2005896,6,6/4/2006,12,1,1012,0,4,0,0
2005897,6,10/12/2005,32,14,1032,5,1,0,0
2005898,6,10/17/2005,17,19,1017,4,1,0,0
2005899,6,1/17/2006,8,16,1008,5,0,0,0
2005900,6,4/25/2006,9,3,1009,4,5,1,0
2005901,6,2/8/2006,16,6,1016,4,5,0,0
2005902,6,5/5/2006,27,13,1027,4,0,0,0
2005903,6,2/4/2006,5,23,1005,2,1,0,0
2005904,6,4/27/2006,28,17,1028,5,0,0,0
2005905,6,6/10/2006,23,11,1023,4,1,0,0
2005906,6,12/26/2005,24,19,1024,4,0,0,0
2005907,6,5/17/2006,4,23,1004,4,3,1,1
2005908,6,11/18/2005,8,20,1008,0,1,0,0
2005909,6,12/31/2005,14,15,1014,0,5,0,0
2005910,6,11/28/2005,13,7,1013,4,2,0,0
2005911,6,3/11/2006,10,14,1010,2,1,1,0
2005912,6,12/1/2005,16,10,1016,1,3,0,0
2005913,6,10/28/2005,24,14,1024,4,5,0,0
2005914,6,6/14/2006,30,25,1030,4,3,0,0
2005915,6,4/7/2006,8,1,1008,2,0,0,0
2005916,6,12/9/2005,15,17,1015,1,4,0,0
2005917,6,12/7/2005,23,16,1023,0,1,0,0
2005918,6,11/19/2005,20,21,1020,0,2,0,0
2005919,6,2/16/2006,7,15,1007,3,0,0,0
2005920,6,1/5/2006,13,5,1013,0,3,0,0
2005921,6,2/6/2006,12,2,1012,5,0,0,0
2005922,6,2/1/2006,2,21,1002,2,4,0,0
2005923,6,10/16/2005,11,27,1011,1,2,0,0
2005924,6,2/17/2006,5,21,1005,2,1,0,0
2005925,6,12/15/2005,23,4,1023,3,4,0,0
2005926,6,6/8/2006,19,7,1019,2,0,0,0
2005927,6,5/25/2006,3,27,1003,1,4,0,0
2005928,6,10/10/2005,2,30,1002,6,5,1,0
2005929,6,5/4/2006,16,11,1016,1,4,0,0
2005930,6,3/29/2006,7,13,1007,4,5,0,0
2005931,6,10/1/2005,8,32,1008,2,0,0,0
2005932,6,4/21/2006,14,28,1014,0,2,0,0
2005933,6,11/14/2005,21,23,1021,2,4,0,0
2005934,6,2/24/2006,21,7,1021,5,4,0,0
2005935,6,1/18/2006,16,17,1016,6,5,1,0
2005936,6,11/20/2005,1,31,1001,4,5,0,0
2005937,6,1/13/2006,28,11,1028,4,3,0,0
2005938,6,3/26/2006,9,29,1009,1,4,0,0
2005939,6,3/25/2006,29,14,1029,3,4,0,0
2005940,6,6/2/2006,3,12,1003,0,4,0,0
2005941,6,3/19/2006,8,10,1008,0,3,0,0
2005942,6,11/25/2005,16,22,1016,1,2,0,0
2005943,6,12/4/2005,12,20,1012,3,4,1,0
2005944,6,12/2/2005,30,1,1030,3,2,1,0
2005945,6,11/3/2005,3,17,1003,0,3,0,0
2005946,6,4/30/2006,28,14,1028,0,1,1,0
2005947,6,3/2/2006,7,24,1007,4,5,0,0
2005948,6,3/7/2006,26,2,1026,3,2,0,0
2005949,6,10/22/2005,32,20,1032,4,3,0,0
2005950,6,2/18/2006,31,25,1031,3,4,1,0
2005951,6,3/30/2006,1,28,1001,1,2,1,0
2005952,6,6/6/2006,30,31,1030,2,5,0,0
2005953,6,11/12/2005,13,21,1013,5,4,0,0
2005954,6,1/22/2006,11,13,1011,5,4,0,0
2005955,6,11/11/2005,13,28,1013,5,0,0,0
2005956,6,2/13/2006,22,6,1022,1,0,0,0
2005957,6,6/13/2006,10,27,1010,2,5,0,0
2005958,6,12/24/2005,28,10,1028,2,3,1,1
2005959,6,3/14/2006,8,7,1008,4,0,0,0
2005960,6,10/19/2005,19,5,1019,0,4,0,0
2005961,6,1/28/2006,31,24,1031,1,5,0,0
2005962,6,4/3/2006,8,6,1008,2,3,1,1
2005963,6,3/10/2006,26,25,1026,3,4,0,0
2005964,6,1/7/2006,4,21,1004,2,4,0,0
2005965,6,3/18/2006,19,16,1019,5,2,0,0
2005966,6,4/15/2006,15,3,1015,1,3,0,0
2005967,6,2/27/2006,17,26,1017,3,4,0,0
2005968,6,11/17/2005,4,14,1004,5,4,0,0
2005969,6,10/13/2005,23,10,1023,2,4,0,0
2005970,6,4/19/2006,17,4,1017,5,0,0,0
2005971,6,12/6/2005,15,13,1015,1,4,0,0
2005972,6,2/25/2006,18,2,1018,4,2,0,0
2005973,6,2/19/2006,31,16,1031,0,4,0,0
2005974,6,1/26/2006,32,17,1032,1,5,0,0
2005975,6,4/14/2006,21,1,1021,4,2,0,0
2005976,6,10/7/2005,27,1,1027,1,3,0,0
2005977,6,6/15/2006,5,7,1005,4,3,1,1
2005978,6,1/30/2006,7,32,1007,3,5,0,0
2005979,6,5/22/2006,4,10,1004,1,4,0,0
2005980,6,10/8/2005,18,4,1018,0,3,0,0
2005981,6,6/3/2006,8,11,1008,1,4,0,0
2005982,6,1/6/2006,20,28,1020,2,5,0,0
2005983,6,4/4/2006,32,21,1032,1,0,0,0
2005984,6,12/13/2005,4,31,1004,0,2,0,0
2005985,6,2/5/2006,9,21,1009,2,4,0,0
2005986,6,11/9/2005,2,1,1002,5,4,0,0
2005987,6,10/20/2005,10,15,1010,3,5,0,0
2005988,6,5/23/2006,19,20,1019,5,1,0,0
2005989,6,1/20/2006,5,13,1005,5,0,0,0
2005990,6,3/15/2006,9,10,1009,3,0,0,0
2005991,6,3/27/2006,23,32,1023,1,2,1,1
2005992,6,1/9/2006,20,16,1020,1,2,0,0
20061,7,6/8/2007,28,4,1028,2,5,0,0
20062,7,6/14/2007,6,3,1006,2,0,0,0
20063,7,1/17/2007,5,7,1005,5,2,0,0
20064,7,11/21/2006,7,27,1007,2,5,0,0
20065,7,3/16/2007,4,26,1004,4,5,1,0
20066,7,11/10/2006,11,31,1011,3,5,0,0
20067,7,6/5/2007,31,21,1031,2,5,0,0
20068,7,1/20/2007,30,4,1030,1,3,0,0
20069,7,12/20/2006,26,20,1026,2,3,1,0
200610,7,2/2/2007,22,18,1022,4,1,0,0
200611,7,11/20/2006,6,1,1006,4,0,0,0
200612,7,10/22/2006,17,32,1017,3,0,0,0
200613,7,2/6/2007,3,29,1003,1,2,0,0
200614,7,11/1/2006,28,6,1028,4,1,0,0
200615,7,4/15/2007,17,25,1017,5,1,0,0
200616,7,5/2/2007,7,6,1007,1,4,0,0
200617,7,11/16/2006,31,1,1031,3,0,0,0
200618,7,3/28/2007,17,1,1017,4,0,0,0
200619,7,5/1/2007,23,2,1023,3,4,0,0
200620,7,2/26/2007,21,24,1021,4,5,0,0
200621,7,6/9/2007,18,24,1018,0,3,0,0
200622,7,3/30/2007,9,11,1009,2,4,0,0
200623,7,2/24/2007,26,15,1026,5,1,0,0
200624,7,5/31/2007,11,9,1011,5,6,1,1
200625,7,5/11/2007,11,7,1011,3,5,0,0
200626,7,11/23/2006,16,12,1016,0,1,1,1
200627,7,3/5/2007,14,7,1014,5,1,0,0
200628,7,1/25/2007,2,21,1002,5,1,0,0
200629,7,4/9/2007,21,5,1021,1,2,0,0
200630,7,5/28/2007,5,3,1005,5,4,0,0
200631,7,5/21/2007,22,15,1022,0,5,0,0
200632,7,1/9/2007,5,13,1005,2,1,0,0
200633,7,3/26/2007,12,28,1012,4,3,0,0
200634,7,3/27/2007,12,14,1012,1,2,0,0
200635,7,1/24/2007,3,2,1003,5,0,0,0
200636,7,11/8/2006,26,30,1026,1,2,0,0
200637,7,11/19/2006,24,3,1024,3,4,0,0
200638,7,10/31/2006,21,12,1021,1,5,0,0
200639,7,11/29/2006,7,30,1007,5,6,1,0
200640,7,11/3/2006,13,32,1013,5,4,0,0
200641,7,4/28/2007,5,2,1005,5,2,0,0
200642,7,3/7/2007,21,13,1021,3,5,0,0
200643,7,12/17/2006,7,22,1007,1,2,1,1
200644,7,4/7/2007,12,22,1012,0,3,0,0
200645,7,2/3/2007,7,17,1007,0,2,0,0
200646,7,5/20/2007,8,4,1008,5,1,0,0
200647,7,10/16/2006,29,30,1029,4,3,0,0
200648,7,1/3/2007,4,25,1004,1,4,0,0
200649,7,11/14/2006,9,30,1009,1,0,0,0
200650,7,10/21/2006,27,22,1027,0,1,0,0
200651,7,11/25/2006,22,24,1022,4,1,0,0
200652,7,1/18/2007,10,27,1010,1,0,0,0
200653,7,6/15/2007,24,25,1024,3,1,0,0
200654,7,6/7/2007,10,29,1010,0,1,1,1
200655,7,12/11/2006,6,22,1006,4,0,0,0
200656,7,4/24/2007,9,3,1009,5,2,0,0
200657,7,10/8/2006,18,25,1018,0,4,0,0
200658,7,12/26/2006,7,10,1007,3,0,0,0
200659,7,3/2/2007,21,26,1021,4,5,0,0
200660,7,5/27/2007,24,12,1024,0,5,0,0
200661,7,10/30/2006,11,3,1011,4,2,0,0
200662,7,5/29/2007,9,5,1009,0,5,0,0
200663,7,12/15/2006,3,25,1003,5,4,1,1
200664,7,2/15/2007,11,8,1011,1,2,0,0
